main_group	env_type	cobo_simon_habitat	parameter	value	term_ids	term_labels
Aquatic	water_hotspring	therm	Gradients	low	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	Organic	low	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	Pressure	low	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	Structural	low	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	Temperature	high	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	Water	high	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	salinity variability	small	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	temp variability	high	ENVO:00000051	hot spring
Aquatic	water_hotspring	therm	water variability	permanently wet	ENVO:00000051	hot spring
Aquatic	water_hypersaline	NA	Gradients	low	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	Organic	low	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	Salinity	high	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	Structural	low	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	Water	low	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	salinity variability	small	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	temp variability	medium	ENVO:00002012	hypersaline water
Aquatic	water_hypersaline	NA	water variability	permanently wet	ENVO:00002012	hypersaline water
Aquatic	water_marine	marine	Gradients	low	ENVO:00002149	sea water
Aquatic	water_marine	marine	Salinity	high	ENVO:00002149	sea water
Aquatic	water_marine	marine	Structural	low	ENVO:00002149	sea water
Aquatic	water_marine	marine	Water	high	ENVO:00002149	sea water
Aquatic	water_marine	marine	pH	high	ENVO:00002149	sea water
Aquatic	water_marine	marine	salinity variability	small	ENVO:00002149	sea water
Aquatic	water_marine	marine	water variability	permanently wet	ENVO:00002149	sea water
Aquatic	water_marine_cold	marine	Gradients	low	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	Salinity	high	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	Structural	low	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	Temperature	low	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	Water	high	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	pH	high	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	salinity variability	small	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	temp variability	low	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_cold	marine	water variability	permanently wet	ENVO:00002149|PATO:0001306	sea water|reduced temperature
Aquatic	water_marine_deep	marine	Gradients	low	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Nutrients	medium	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Organic	low	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Pressure	high	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Salinity	high	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Structural	low	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Temperature	low	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	Water	high	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	pH	high	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	salinity variability	small	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	temp variability	low	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_deep	marine	water variability	permanently wet	ENVO:00002149|PATO:0001596	sea water|increased depth
Aquatic	water_marine_hydrothermal	therm	Gradients	low	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Nutrients	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Organic	low	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Pressure	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Salinity	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Structural	low	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Temperature	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	Water	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	pH	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	salinity variability	wide	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	temp variability	high	ENVO:00000215	hydrothermal vent
Aquatic	water_marine_hydrothermal	therm	water variability	permanently wet	ENVO:00000215	hydrothermal vent
Aquatic	water_saline	NA	Salinity	high	ENVO:00002010	saline water
Aquatic	water_saline	NA	Structural	low	ENVO:00002010	saline water
Aquatic	water_saline	NA	Water	high	ENVO:00002010	saline water
Aquatic	water_saline	NA	pH	high	ENVO:00002010	saline water
Aquatic	water_saline	NA	salinity variability	small	ENVO:00002010	saline water
Aquatic	water_saline	NA	water variability	permanently wet	ENVO:00002010	saline water
Host_associated	host	host	Pressure	low	UBERON:0000468	multicellular organism
Host_associated	host	host	pH	medium	UBERON:0000468	multicellular organism
Host_associated	host_algae	host	Gradients	high	ENVO:02500019	alga
Host_associated	host_algae	host	Nutrients	high	ENVO:02500019	alga
Host_associated	host_algae	host	Organic	high	ENVO:02500019	alga
Host_associated	host_algae	host	Pressure	low	ENVO:02500019	alga
Host_associated	host_algae	host	Structural	high	ENVO:02500019	alga
Host_associated	host_algae	host	Water	high	ENVO:02500019	alga
Host_associated	host_algae	host	temp variability	low	ENVO:02500019	alga
Host_associated	host_algae	host	water variability	permanently wet	ENVO:02500019	alga
Host_associated	host_animal	host	Pressure	low	ENVO:01001002	animal-associated environment
Host_associated	host_animal	host	temp variability	low	ENVO:01001002	animal-associated environment
Host_associated	host_animal_ectotherm	host	Pressure	low		
Host_associated	host_animal_ectotherm	host	pH	medium		
Host_associated	host_animal_ectotherm	host	salinity variability	small		
Host_associated	host_animal_endotherm	host	Pressure	low		
Host_associated	host_animal_endotherm	host	Temperature	medium		
Host_associated	host_animal_endotherm	host	pH	medium		
Host_associated	host_animal_endotherm	host	salinity variability	small		
Host_associated	host_animal_endotherm	host	temp variability	low		
Host_associated	host_animal_endotherm_blood	host	Gradients	high	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Nutrients	high	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Organic	high	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Pressure	low	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Salinity	medium	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Structural	high	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Temperature	medium	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	Water	high	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	pH	medium	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	salinity variability	small	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	temp variability	low	UBERON:0000178	blood
Host_associated	host_animal_endotherm_blood	host	water variability	permanently wet	UBERON:0000178	blood
Host_associated	host_animal_endotherm_feces	host	Gradients	high	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Nutrients	high	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Organic	high	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Pressure	low	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Salinity	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Structural	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Temperature	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	Water	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	pH	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_feces	host	temp variability	medium	ENVO:01001029	fecal environment
Host_associated	host_animal_endotherm_intestinal	host	Gradients	high	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Nutrients	high	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Organic	high	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Pressure	low	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Salinity	medium	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Structural	medium	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Temperature	medium	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	Water	medium	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	salinity variability	small	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	temp variability	low	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intestinal	host	water variability	permanently wet	ENVO:2100002	intestine environment
Host_associated	host_animal_endotherm_intracellullar	host	Organic	high		
Host_associated	host_animal_endotherm_intracellullar	host	Pressure	low		
Host_associated	host_animal_endotherm_intracellullar	host	Salinity	medium		
Host_associated	host_animal_endotherm_intracellullar	host	Temperature	medium		
Host_associated	host_animal_endotherm_intracellullar	host	Water	high		
Host_associated	host_animal_endotherm_intracellullar	host	pH	medium		
Host_associated	host_animal_endotherm_intracellullar	host	salinity variability	small		
Host_associated	host_animal_endotherm_intracellullar	host	temp variability	low		
Host_associated	host_animal_endotherm_intracellullar	host	water variability	permanently wet		
Host_associated	host_animal_endotherm_intratissue	host	Nutrients	high		
Host_associated	host_animal_endotherm_intratissue	host	Organic	high		
Host_associated	host_animal_endotherm_intratissue	host	Pressure	low		
Host_associated	host_animal_endotherm_intratissue	host	Salinity	medium		
Host_associated	host_animal_endotherm_intratissue	host	Structural	medium		
Host_associated	host_animal_endotherm_intratissue	host	Temperature	low		
Host_associated	host_animal_endotherm_intratissue	host	Water	high		
Host_associated	host_animal_endotherm_intratissue	host	pH	medium		
Host_associated	host_animal_endotherm_intratissue	host	salinity variability	small		
Host_associated	host_animal_endotherm_intratissue	host	temp variability	low		
Host_associated	host_animal_endotherm_intratissue	host	water variability	permanently wet		
Host_associated	host_animal_endotherm_nasopharyngeal	host	Gradients	high	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	Nutrients	medium	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	Organic	high	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	Pressure	low	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	Structural	high	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	Temperature	medium	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	pH	medium	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	salinity variability	small	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	temp variability	low	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_nasopharyngeal	host	water variability	occasionally dry	UBERON:0000065	respiratory tract
Host_associated	host_animal_endotherm_oral	host	Gradients	high	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Nutrients	high	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Organic	high	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Pressure	low	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Structural	high	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Temperature	medium	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	Water	high	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	pH	medium	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	salinity variability	medium	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	temp variability	low	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_oral	host	water variability	permanently wet	ENVO:08000002	mouth environment
Host_associated	host_animal_endotherm_rumen	host	Gradients	low		
Host_associated	host_animal_endotherm_rumen	host	Nutrients	high		
Host_associated	host_animal_endotherm_rumen	host	Organic	high		
Host_associated	host_animal_endotherm_rumen	host	Pressure	low		
Host_associated	host_animal_endotherm_rumen	host	Salinity	medium		
Host_associated	host_animal_endotherm_rumen	host	Structural	low		
Host_associated	host_animal_endotherm_rumen	host	Temperature	medium		
Host_associated	host_animal_endotherm_rumen	host	Water	high		
Host_associated	host_animal_endotherm_rumen	host	pH	low		
Host_associated	host_animal_endotherm_rumen	host	salinity variability	small		
Host_associated	host_animal_endotherm_rumen	host	temp variability	low		
Host_associated	host_animal_endotherm_rumen	host	water variability	permanently wet		
Host_associated	host_animal_endotherm_surface	host	Organic	high	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_surface	host	Pressure	low	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_surface	host	Structural	high	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_surface	host	Temperature	medium	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_surface	host	temp variability	high	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_surface	host	water variability	occasionally wet	ENVO:2100003	skin environment
Host_associated	host_animal_endotherm_vagina	host	Gradients	high	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Nutrients	high	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Organic	high	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Pressure	low	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Salinity	medium	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Structural	high	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Temperature	medium	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	Water	high	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	pH	low	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	salinity variability	small	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	temp variability	low	UBERON:0000996	vagina
Host_associated	host_animal_endotherm_vagina	host	water variability	permanently wet	UBERON:0000996	vagina
Host_associated	host_fungus	host	Gradients	high	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Nutrients	high	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Organic	high	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Pressure	low	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Salinity	low	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Structural	high	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	Water	high	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	salinity variability	small	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	temp variability	medium	ENVO:01001041	fungi-associated environment
Host_associated	host_fungus	host	water variability	permanently wet	ENVO:01001041	fungi-associated environment
Host_associated	host_plant_leaf-associated	host	Gradients	high	PO:0025034	leaf
Host_associated	host_plant_leaf-associated	host	Pressure	low	PO:0025034	leaf
Host_associated	host_plant_leaf-associated	host	pH	medium	PO:0025034	leaf
Host_associated	host_plant_leaf-associated	host	salinity variability	small	PO:0025034	leaf
Host_associated	host_plant_leaf-associated	host	temp variability	high	PO:0025034	leaf
Host_associated	host_plant_root-associated	host	Gradients	high	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	Organic	high	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	Pressure	low	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	Structural	high	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	salinity variability	small	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	temp variability	medium	NCBITaxon:1	root
Host_associated	host_plant_root-associated	host	water variability	occasionally dry	NCBITaxon:1	root
Host_associated	host_plant_rootnodule	host	Gradients	high	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	Nutrients	high	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	Organic	high	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	Pressure	low	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	Structural	high	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	Water	high	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	pH	medium	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	salinity variability	small	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	temp variability	medium	ENVO:01000164	root nodule
Host_associated	host_plant_rootnodule	host	water variability	permanently wet	ENVO:01000164	root nodule
Host_associated	host_plant_vasculature	host	Gradients	high	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	Pressure	low	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	Structural	high	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	Water	high	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	pH	medium	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	salinity variability	small	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	temp variability	medium	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Host_associated	host_plant_vasculature	host	water variability	permanently wet	FOODON:03420174|UBERON:0002049	part of plant|vasculature
Other	biofilm	NA	Gradients	high	ENVO:00002034	biofilm
Other	biofilm	NA	Nutrients	high	ENVO:00002034	biofilm
Other	biofilm	NA	Organic	high	ENVO:00002034	biofilm
Other	biofilm	NA	Structural	medium	ENVO:00002034	biofilm
Other	biofilm	NA	Water	high	ENVO:00002034	biofilm
Other	biofilm	NA	salinity variability	small	ENVO:00002034	biofilm
Other	biofilm_fresh	NA	Gradients	high	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	Nutrients	high	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	Organic	high	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	Salinity	low	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	Structural	medium	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	Water	high	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	salinity variability	small	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_fresh	NA	water variability	permanently wet	ENVO:00002034|ENVO:01000306	biofilm|freshwater environment
Other	biofilm_marine	NA	Gradients	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	Nutrients	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	Organic	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	Salinity	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	Structural	medium	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	Water	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	pH	high	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	salinity variability	small	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	biofilm_marine	NA	water variability	permanently wet	ENVO:00002034|ENVO:01000320	biofilm|marine environment
Other	bioreactor/digester	NA	Gradients	low	ENVO:00002123	bioreactor
Other	bioreactor/digester	NA	Nutrients	high	ENVO:00002123	bioreactor
Other	bioreactor/digester	NA	Organic	high	ENVO:00002123	bioreactor
Other	bioreactor/digester	NA	Water	high	ENVO:00002123	bioreactor
Other	bioreactor/digester	NA	water variability	permanently wet	ENVO:00002123	bioreactor
Other	built_environment_surfaces	NA	Gradients	high	ENVO:00000073	building
Other	built_environment_surfaces	NA	Nutrients	low	ENVO:00000073	building
Other	built_environment_surfaces	NA	Organic	low	ENVO:00000073	building
Other	built_environment_surfaces	NA	Pressure	low	ENVO:00000073	building
Other	built_environment_surfaces	NA	Salinity	low	ENVO:00000073	building
Other	built_environment_surfaces	NA	Structural	medium	ENVO:00000073	building
Other	built_environment_surfaces	NA	Water	low	ENVO:00000073	building
Other	built_environment_surfaces	NA	salinity variability	small	ENVO:00000073	building
Other	built_environment_surfaces	NA	water variability	occasionally wet	ENVO:00000073	building
Other	compost	NA	Gradients	high	ENVO:00002170	compost
Other	compost	NA	Nutrients	high	ENVO:00002170	compost
Other	compost	NA	Organic	high	ENVO:00002170	compost
Other	compost	NA	Pressure	low	ENVO:00002170	compost
Other	compost	NA	Salinity	low	ENVO:00002170	compost
Other	compost	NA	Structural	medium	ENVO:00002170	compost
Other	compost	NA	Water	medium	ENVO:00002170	compost
Other	compost	NA	pH	low	ENVO:00002170	compost
Other	compost	NA	salinity variability	small	ENVO:00002170	compost
Other	compost	NA	temp variability	medium	ENVO:00002170	compost
Other	compost	NA	water variability	occasionally dry	ENVO:00002170	compost
Other	food	NA	Nutrients	high	CHEBI:33290	food
Other	food	NA	Organic	high	CHEBI:33290	food
Other	food	NA	Pressure	low	CHEBI:33290	food
Other	food	NA	Temperature	medium	CHEBI:33290	food
Other	food	NA	salinity variability	small	CHEBI:33290	food
Other	food_fermented	low	Nutrients	high		
Other	food_fermented	low	Organic	high		
Other	food_fermented	low	Pressure	low		
Other	food_fermented	low	Salinity	low		
Other	food_fermented	low	Temperature	medium		
Other	food_fermented	low	Water	high		
Other	food_fermented	low	pH	low		
Other	food_fermented	low	water variability	low		
Other	hypersaline	NA	Organic	low	ENVO:01001040|PATO:0001162	saline environment|increased concentration
Other	hypersaline	NA	Salinity	high	ENVO:01001040|PATO:0001162	saline environment|increased concentration
Other	hypersaline	NA	Water	low	ENVO:01001040|PATO:0001162	saline environment|increased concentration
Other	hypersaline	NA	salinity variability	small	ENVO:01001040|PATO:0001162	saline environment|increased concentration
Other	hypersaline	NA	water variability	permanently wet	ENVO:01001040|PATO:0001162	saline environment|increased concentration
Other	milk	NA	Gradients	low	UBERON:0001913	milk
Other	milk	NA	Nutrients	high	UBERON:0001913	milk
Other	milk	NA	Organic	high	UBERON:0001913	milk
Other	milk	NA	Pressure	low	UBERON:0001913	milk
Other	milk	NA	Salinity	low	UBERON:0001913	milk
Other	milk	NA	Structural	low	UBERON:0001913	milk
Other	milk	NA	Temperature	medium	UBERON:0001913	milk
Other	milk	NA	Water	high	UBERON:0001913	milk
Other	milk	NA	pH	medium	UBERON:0001913	milk
Other	milk	NA	salinity variability	small	UBERON:0001913	milk
Other	milk	NA	temp variability	medium	UBERON:0001913	milk
Other	milk	NA	water variability	permanently wet	UBERON:0001913	milk
Other	petroleum	NA	Gradients	low	ENVO:00002984	petroleum
Other	petroleum	NA	Nutrients	low	ENVO:00002984	petroleum
Other	petroleum	NA	Organic	high	ENVO:00002984	petroleum
Other	petroleum	NA	Salinity	low	ENVO:00002984	petroleum
Other	petroleum	NA	Structural	low	ENVO:00002984	petroleum
Other	petroleum	NA	Water	low	ENVO:00002984	petroleum
Other	petroleum	NA	salinity variability	small	ENVO:00002984	petroleum
Other	petroleum_biofilm	NA	Gradients	high	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	Nutrients	low	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	Organic	high	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	Salinity	low	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	Structural	medium	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	Water	low	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	petroleum_biofilm	NA	salinity variability	small	ENVO:00002034|ENVO:00002984	biofilm|petroleum
Other	sludge	NA	Gradients	low	ENVO:00002044	sludge
Other	sludge	NA	Nutrients	high	ENVO:00002044	sludge
Other	sludge	NA	Organic	high	ENVO:00002044	sludge
Other	sludge	NA	Structural	medium	ENVO:00002044	sludge
Other	sludge	NA	Temperature	medium	ENVO:00002044	sludge
Other	sludge	NA	Water	high	ENVO:00002044	sludge
Other	sludge	NA	temp variability	medium	ENVO:00002044	sludge
Other	sludge	NA	water variability	permanently wet	ENVO:00002044	sludge
Other	sludge_acidic	NA	Gradients	low	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	Nutrients	high	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	Organic	high	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	Structural	medium	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	Temperature	medium	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	Water	high	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	pH	low	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	temp variability	medium	ENVO:00002044|PATO:0001429	sludge|acidic
Other	sludge_acidic	NA	water variability	permanently wet	ENVO:00002044|PATO:0001429	sludge|acidic
Other	wastewater	NA	Nutrients	high	ENVO:00002001	waste water
Other	wastewater	NA	Pressure	low	ENVO:00002001	waste water
Other	wastewater	NA	Temperature	medium	ENVO:00002001	waste water
Other	wastewater	NA	Water	high	ENVO:00002001	waste water
Other	wastewater	NA	water variability	permanently wet	ENVO:00002001	waste water
Terrestrial	litter	soil	Gradients	high	ENVO:01000628	plant litter
Terrestrial	litter	soil	Nutrients	medium	ENVO:01000628	plant litter
Terrestrial	litter	soil	Organic	high	ENVO:01000628	plant litter
Terrestrial	litter	soil	Pressure	low	ENVO:01000628	plant litter
Terrestrial	litter	soil	Salinity	low	ENVO:01000628	plant litter
Terrestrial	litter	soil	Structural	h	ENVO:01000628	plant litter
Terrestrial	litter	soil	Temperature	medium	ENVO:01000628	plant litter
Terrestrial	litter	soil	salinity variability	small	ENVO:01000628	plant litter
Terrestrial	litter	soil	temp variability	medium	ENVO:01000628	plant litter
Terrestrial	litter	soil	water variability	occasionally wet	ENVO:01000628	plant litter
Terrestrial	rock	rock	Organic	low	ENVO:00001995	rock
Terrestrial	rock	rock	Structural	high	ENVO:00001995	rock
Terrestrial	rock	rock	salinity variability	small	ENVO:00001995	rock
Terrestrial	rock_deep	rock	Gradients	low	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	Nutrients	low	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	Organic	low	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	Pressure	high	ENVO:00001995|PATO:0001596	rock|increased depth
Terrestrial	rock_deep	rock	Structural	high	ENVO:00001995|PATO:0001596	rock|increased depth
