study_gold_id	path_count	paths
Gs0059811	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0059812	1	Environmental > Aquatic > Marine > Oceanic
Gs0059813	2	Environmental > Aquatic > Marine > Intertidal zone > Microbialites|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0059817	1	Environmental > Terrestrial > Soil > Sand > Grasslands
Gs0059818	1	Environmental > Terrestrial > Soil > Sand
Gs0059819	1	Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0060780	1	Environmental > Terrestrial > Soil > Grasslands
Gs0060781	4	Host-associated > Mollusca > Digestive system|Host-associated > Mollusca > Digestive system > Ceca|Host-associated > Mollusca > Respiratory system > Gills|Host-associated > Mollusca > Respiratory system > Gills > Extracellular
Gs0060782	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0060783	1	Host-associated > Mammals > Digestive system > Large intestine > Cecum
Gs0060784	1	Host-associated > Invertebrates > Cnidaria
Gs0060785	1	Environmental > Aquatic > Marine > Oceanic
Gs0060786	1	Environmental > Aquatic > Freshwater > Microbialites
Gs0060787	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0060788	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0060820	3	Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Freshwater > Lentic|Environmental > Aquatic > Freshwater > Lentic > Sediment
Gs0060821	2	Host-associated > Annelida > Reproductive system > Egg capsule|Host-associated > Annelida > Reproductive system > Egg capsule > Extracellular
Gs0060822	1	Host-associated > Birds > Digestive system > Esophagus > Crop
Gs0060823	1	Environmental > Aquatic > Marine > Oceanic
Gs0060824	1	Environmental > Aquatic > Freshwater > Ice > Ice accretions
Gs0060825	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0060827	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0060828	3	Environmental > Aquatic > Marine > Intertidal zone|Environmental > Aquatic > Marine > Intertidal zone > Microbialites|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Microbial mats
Gs0060830	4	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Algal bloom|Environmental > Aquatic > Freshwater > Lentic|Environmental > Terrestrial > Soil > Loam > Grasslands
Gs0060831	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0060837	3	Environmental > Aquatic > Thermal springs|Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0061989	1	Environmental > Aquatic > Marine > Oceanic
Gs0061991	1	Host-associated > Birds > Digestive system > Small intestine > Duodenum
Gs0061992	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0061993	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0061994	1	Host-associated > Mammals: Human > Reproductive system > Vagina
Gs0061995	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0061997	1	Environmental > Aquatic > Freshwater > Groundwater > Cave water
Gs0061998	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0061999	1	Host-associated > Mammals > Integumentary system > Skin > Surface
Gs0062048	5	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Photic zone|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0062049	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0062050	1	Engineered > Wastewater > Nutrient removal > Dissolved organics (aerobic) > Activated sludge
Gs0062051	1	Environmental > Aquatic > Marine > Neritic zone/Coastal water
Gs0062052	1	Engineered > Bioreactor > Anaerobic
Gs0062053	1	Host-associated > Mammals: Human > Digestive system > Pharynx/Throat > Oropharynx
Gs0062054	1	Environmental > Terrestrial > Soil > Permafrost
Gs0062055	1	Environmental > Aquatic > Freshwater > Lentic > Sediment
Gs0063124	1	Environmental > Terrestrial > Soil > Permafrost
Gs0063140	1	Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0063141	2	Environmental > Terrestrial > Nest > Insects nest > Fungus garden/Fungus gallery|Environmental > Terrestrial > Nest > Insects nest > Nest dump
Gs0063142	1	Environmental > Terrestrial > Nest > Insects nest > Nest dump
Gs0063143	3	Environmental > Terrestrial > Nest > Insects nest > Fungus garden/Fungus gallery|Host-associated > Arthropoda: Insects > Larva|Host-associated > Arthropoda: Insects > Whole body
Gs0063146	1	Engineered > Bioremediation > Tetrachloroethylene and derivatives > Chloroethene > Bioreactor
Gs0063147	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0063180	1	Environmental > Terrestrial > Nest > Insects nest > Fungus garden/Fungus gallery
Gs0063184	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic > Oil-contaminated
Gs0063185	1	Environmental > Terrestrial > Soil > Contaminated > Uranium contaminated
Gs0063186	1	Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0063187	1	Engineered > Wastewater > Nutrient removal > Biological phosphorus removal > Activated sludge
Gs0063188	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Near-boiling (>90C) > Alkaline
Gs0063259	1	Environmental > Aquatic > Freshwater > Lentic > Sediment
Gs0063260	1	Environmental > Aquatic > Freshwater > Lentic
Gs0063261	1	Environmental > Aquatic > Freshwater > Lentic
Gs0063269	1	Environmental > Aquatic > Marine > Oceanic
Gs0063270	1	Environmental > Aquatic > Marine > Oceanic
Gs0063271	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0063272	1	Host-associated > Mammals > Nervous system > Brain
Gs0063335	1	Host-associated > Mammals > Digestive system > Large intestine > Cecum
Gs0063337	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0063342	3	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lentic|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0063434	1	Environmental > Aquatic > Freshwater
Gs0063438	2	Host-associated > Mollusca > Bivalves|Host-associated > Mollusca > Respiratory system > Gills > Extracellular
Gs0063439	3	Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline > Sediment|Environmental > Aquatic > Non-marine Saline and Alkaline > Lake > Brine
Gs0063440	1	Environmental > Aquatic > Marine > Neritic zone/Coastal water
Gs0063443	1	Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0063444	4	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Epilimnion/Euphotic zone|Environmental > Aquatic > Freshwater > Lake > Hypolimnion/Profundal zone|Environmental > Aquatic > Freshwater > Lentic
Gs0063445	3	Environmental > Terrestrial > Soil > Desert|Environmental > Terrestrial > Soil > Sand > Desert|Environmental > Terrestrial > Soil > Soil crust
Gs0063446	2	Environmental > Aquatic > Freshwater > Groundwater > Cave water|Environmental > Terrestrial > Deep subsurface > Cave > Wall biofilm
Gs0063447	3	Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Aquatic > Marine > Intertidal zone > Sediment|Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0063497	2	Environmental > Aquatic > Marine > Intertidal zone > Sediment|Environmental > Aquatic > Marine > Oceanic
Gs0063498	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0063499	2	Environmental > Aquatic > Marine > Intertidal zone > Sediment|Environmental > Aquatic > Marine > Oceanic
Gs0063501	2	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0063503	1	Environmental > Air > Outdoor Air
Gs0063505	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0063509	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0063510	1	Host-associated > Mammals > Remains > Fossilized remains > Tooth
Gs0063511	1	Environmental > Aquatic > Marine > Cold seeps
Gs0063569	1	Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0063570	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lotic
Gs0063571	1	Engineered > Wastewater > Nutrient removal > Dissolved organics (aerobic) > Activated sludge
Gs0063625	1	Engineered > Solid waste > Grass > Composting > Bioreactor
Gs0063632	1	Environmental > Aquatic > Freshwater > Groundwater > Contaminated
Gs0063646	15	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Attached/Keratinized gingiva|Host-associated > Mammals: Human > Digestive system > Oral cavity > Buccal mucosa|Host-associated > Mammals: Human > Digestive system > Oral cavity > Hard palate|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva|Host-associated > Mammals: Human > Digestive system > Oral cavity > Subgingival plaque|Host-associated > Mammals: Human > Digestive system > Oral cavity > Supragingival plaque|Host-associated > Mammals: Human > Digestive system > Oral cavity > Tongue dorsum|Host-associated > Mammals: Human > Digestive system > Pharynx/Throat > Oropharynx|Host-associated > Mammals: Human > Integumentary system > Skin > Retroauricular crease|Host-associated > Mammals: Human > Lymphatic system > Tonsils > Palatine/Faucial|Host-associated > Mammals: Human > Reproductive system > Vagina > Introitus|Host-associated > Mammals: Human > Reproductive system > Vagina > Midpoint|Host-associated > Mammals: Human > Reproductive system > Vagina > Posterior fornix|Host-associated > Mammals: Human > Respiratory system > Nasal cavity > Anterior nares
Gs0063773	1	Engineered > Solid waste > Grass > Composting > Bioreactor
Gs0064184	1	Environmental > Aquatic > Marine
Gs0064468	1	Environmental > Aquatic > Marine > Oceanic
Gs0064595	1	Engineered > Solid waste > Wood > Composting > Bioreactor
Gs0064616	1	Environmental > Aquatic > Freshwater > Lake
Gs0067852	2	Environmental > Aquatic > Marine > Inlet|Environmental > Aquatic > Marine > Oceanic
Gs0067853	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0067855	1	Environmental > Aquatic > Freshwater > Groundwater
Gs0067856	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0067859	2	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0067860	1	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0067861	14	Environmental > Aquatic > Freshwater > Lotic|Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Aquatic > Marine > Intertidal zone > Estuary: Microbial mat|Environmental > Aquatic > Non-marine Saline and Alkaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Microbial mats|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Microbial mats|Environmental > Aquatic > Thermal springs|Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Acidic|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Alkaline|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment|Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Alkaline
Gs0068071	10	Environmental > Terrestrial > Plant litter|Environmental > Terrestrial > Plant litter > Decayed wood|Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil|Environmental > Terrestrial > Soil > Orchard > Truffle orchard|Environmental > Terrestrial > Soil > Orchard soil|Environmental > Terrestrial > Soil > Temperate forest|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Environmental > Terrestrial > Soil > Temperate forest > Mineral soil|Environmental > Terrestrial > Soil > Temperate forest > O horizon/Organic|Host-associated > Plants > Roots
Gs0069861	2	Environmental > Aquatic > Deep subsurface > Groundwater > Contaminated|Environmental > Aquatic > Freshwater > Groundwater > Contaminated
Gs0069864	1	Engineered > Solid waste > Grass > Composting > Bioreactor
Gs0069917	3	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline|Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds
Gs0069919	1	Host-associated > Arthropoda: Insects > Whole body
Gs0069996	1	Environmental > Aquatic > Marine > Oceanic
Gs0070025	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0070034	1	Environmental > Aquatic > Marine > Intertidal zone > Microbialites
Gs0070745	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0070938	1	Host-associated > Birds > Digestive system > Large intestine > Ceca
Gs0070939	1	Host-associated > Mollusca > Respiratory system > Gills > Intracellular
Gs0070986	1	Host-associated > Birds > Digestive system > Large intestine > Ceca
Gs0070997	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0071004	2	Environmental > Terrestrial > Soil > Boreal forest/Taiga|Environmental > Terrestrial > Soil > Temperate forest
Gs0071049	1	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0072206	1	Engineered > Modeled > Simulated communities (DNA mixture)
Gs0072209	2	Environmental > Aquatic > Marine > Hydrothermal vents|Environmental > Aquatic > Marine > Hydrothermal vents > Microbial mats
Gs0072276	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds
Gs0073197	2	Host-associated > Arthropoda: Insects > Digestive system > Hindgut > P1 segment|Host-associated > Arthropoda: Insects > Digestive system > Hindgut > Paunch/P3 segment
Gs0073216	1	Host-associated > Fish > Digestive system
Gs0073241	1	Engineered > Solid waste > Zoo waste > Composting
Gs0074055	1	Host-associated > Porifera > Sponge
Gs0074126	1	Environmental > Aquatic > Freshwater > Lentic
Gs0074263	1	Environmental > Aquatic > Freshwater > Lake > Hypolimnion/Profundal zone
Gs0074270	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0074272	1	Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0074273	1	Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0074283	2	Engineered > Bioreactor > Anaerobic|Engineered > Wastewater > Nutrient removal > Dissolved organics (anaerobic) > Activated sludge
Gs0074285	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0074289	1	Environmental > Aquatic > Freshwater > Lentic > Littoral zone
Gs0075432	1	Environmental > Terrestrial > Soil > Tropical forest
Gs0075597	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds
Gs0075598	1	Environmental > Terrestrial > Volcanic > Fumaroles
Gs0075607	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh
Gs0075640	2	Environmental > Aquatic > Marine > Intertidal zone|Environmental > Aquatic > Marine > Intertidal zone > Sediment
Gs0083722	1	Environmental > Terrestrial > Soil > Permafrost
Gs0083724	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0083744	1	Environmental > Aquatic > Freshwater > Drinking water > Chlorinated
Gs0083745	1	Environmental > Aquatic > Freshwater > Groundwater > Mine drainage
Gs0083786	1	Environmental > Terrestrial > Soil > Wetlands > Permafrost
Gs0083826	1	Environmental > Aquatic > Marine > Oceanic > Abyssal plane
Gs0083827	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh
Gs0084151	1	Engineered > Wastewater > Nutrient removal > Dissolved organics (aerobic) > Activated sludge
Gs0084160	4	Environmental > Aquatic > Marine > Epipelagic|Environmental > Aquatic > Marine > Neritic zone/Coastal water|Environmental > Aquatic > Marine > Pelagic zone > Sediment|Environmental > Aquatic > Marine > Subtidal zone > Sediment
Gs0084161	2	Host-associated > Arthropoda: Insects > Digestive system > Gut|Host-associated > Arthropoda: Insects > Digestive system > Hindgut > P4 segment
Gs0084162	1	Environmental > Terrestrial > Soil > Wetlands > Peat
Gs0084172	1	Engineered > Solid waste > Grass > Composting
Gs0084219	2	Environmental > Aquatic > Marine > Oceanic > Abyssal plane|Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0084224	1	Environmental > Aquatic > Freshwater > Drinking water
Gs0084963	3	Environmental > Aquatic > Freshwater > Lotic|Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Aquatic > Marine > Neritic zone/Coastal water
