canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Host-associated > Mammals: Human > Cell culture	Host-associated	Mammals: Human	Cell culture			Cell culture	3	3	0	0	0	0	gold.ecosystem:6252|gold.ecosystem:6556|gold.ecosystem:6557
Host-associated > Mammals: Human > Cell culture > HuSC	Host-associated	Mammals: Human	Cell culture	HuSC		HuSC	4	2	0	0	0	0	gold.ecosystem:6253|gold.ecosystem:6254
Host-associated > Mammals: Human > Circulatory system > Blood > Arterial	Host-associated	Mammals: Human	Circulatory system	Blood	Arterial	Arterial	5	1	0	0	0	0	gold.ecosystem:6605
Host-associated > Mammals: Human > Circulatory system > Blood > Buffy coat	Host-associated	Mammals: Human	Circulatory system	Blood	Buffy coat	Buffy coat	5	1	0	0	0	0	gold.ecosystem:6604
Host-associated > Mammals: Human > Circulatory system > Blood > PBMC	Host-associated	Mammals: Human	Circulatory system	Blood	PBMC	PBMC	5	1	0	0	0	0	gold.ecosystem:6217
Host-associated > Mammals: Human > Circulatory system > Heart > Atria	Host-associated	Mammals: Human	Circulatory system	Heart	Atria	Atria	5	1	0	0	0	0	gold.ecosystem:6609
Host-associated > Mammals: Human > Circulatory system > Heart > Cardiac skeleton	Host-associated	Mammals: Human	Circulatory system	Heart	Cardiac skeleton	Cardiac skeleton	5	1	0	0	0	0	gold.ecosystem:6613
Host-associated > Mammals: Human > Circulatory system > Heart > Heart wall	Host-associated	Mammals: Human	Circulatory system	Heart	Heart wall	Heart wall	5	1	0	0	0	0	gold.ecosystem:6611
Host-associated > Mammals: Human > Circulatory system > Heart > Septum	Host-associated	Mammals: Human	Circulatory system	Heart	Septum	Septum	5	1	0	0	0	0	gold.ecosystem:6612
Host-associated > Mammals: Human > Circulatory system > Heart > Tricuspid valve	Host-associated	Mammals: Human	Circulatory system	Heart	Tricuspid valve	Tricuspid valve	5	1	0	0	0	0	gold.ecosystem:6244
Host-associated > Mammals: Human > Circulatory system > Heart > Ventricle	Host-associated	Mammals: Human	Circulatory system	Heart	Ventricle	Ventricle	5	1	0	0	0	0	gold.ecosystem:6610
Host-associated > Mammals: Human > Connective tissue	Host-associated	Mammals: Human	Connective tissue			Connective tissue	3	1	0	0	0	0	gold.ecosystem:6596
Host-associated > Mammals: Human > Connective tissue > Fascia	Host-associated	Mammals: Human	Connective tissue	Fascia		Fascia	4	2	0	0	0	0	gold.ecosystem:6599|gold.ecosystem:6600
Host-associated > Mammals: Human > Connective tissue > Ligament	Host-associated	Mammals: Human	Connective tissue	Ligament		Ligament	4	2	0	0	0	0	gold.ecosystem:6597|gold.ecosystem:6598
Host-associated > Mammals: Human > Connective tissue > Tendons	Host-associated	Mammals: Human	Connective tissue	Tendons		Tendons	4	2	0	0	0	0	gold.ecosystem:6601|gold.ecosystem:6602
Host-associated > Mammals: Human > Digestive system > Biliary tract	Host-associated	Mammals: Human	Digestive system	Biliary tract		Biliary tract	4	1	0	0	0	0	gold.ecosystem:6088
Host-associated > Mammals: Human > Digestive system > Biliary tract > Bile ducts: Bile	Host-associated	Mammals: Human	Digestive system	Biliary tract	Bile ducts: Bile	Bile ducts: Bile	5	1	0	0	0	0	gold.ecosystem:6181
Host-associated > Mammals: Human > Digestive system > Biliary tract > Gallbladder stones	Host-associated	Mammals: Human	Digestive system	Biliary tract	Gallbladder stones	Gallbladder stones	5	1	0	0	0	0	gold.ecosystem:6294
Host-associated > Mammals: Human > Digestive system > Biliary tract > Hepatic cysts	Host-associated	Mammals: Human	Digestive system	Biliary tract	Hepatic cysts	Hepatic cysts	5	1	0	0	0	0	gold.ecosystem:7018
Host-associated > Mammals: Human > Digestive system > Esophagus	Host-associated	Mammals: Human	Digestive system	Esophagus		Esophagus	4	2	0	0	0	0	gold.ecosystem:6430|gold.ecosystem:6431
Host-associated > Mammals: Human > Digestive system > Esophagus > Esophageal ulcer	Host-associated	Mammals: Human	Digestive system	Esophagus	Esophageal ulcer	Esophageal ulcer	5	1	0	0	0	0	gold.ecosystem:7023
Host-associated > Mammals: Human > Digestive system > Large intestine > Ascending colon	Host-associated	Mammals: Human	Digestive system	Large intestine	Ascending colon	Ascending colon	5	1	0	0	0	0	gold.ecosystem:6106
Host-associated > Mammals: Human > Digestive system > Large intestine > Hepatic flexure	Host-associated	Mammals: Human	Digestive system	Large intestine	Hepatic flexure	Hepatic flexure	5	1	0	0	0	0	gold.ecosystem:6439
Host-associated > Mammals: Human > Digestive system > Large intestine > Splenic flexure	Host-associated	Mammals: Human	Digestive system	Large intestine	Splenic flexure	Splenic flexure	5	1	0	0	0	0	gold.ecosystem:6440
Host-associated > Mammals: Human > Digestive system > Large intestine > Transverse colon	Host-associated	Mammals: Human	Digestive system	Large intestine	Transverse colon	Transverse colon	5	1	0	0	0	0	gold.ecosystem:6438
Host-associated > Mammals: Human > Digestive system > Lower gastrointestinal tract > Intestinal mucosa	Host-associated	Mammals: Human	Digestive system	Lower gastrointestinal tract	Intestinal mucosa	Intestinal mucosa	5	1	0	0	0	0	gold.ecosystem:6093
Host-associated > Mammals: Human > Digestive system > Oral cavity > Attached/Keratinized gingiva	Host-associated	Mammals: Human	Digestive system	Oral cavity	Attached/Keratinized gingiva	Attached/Keratinized gingiva	5	1	0	0	0	0	gold.ecosystem:3910
Host-associated > Mammals: Human > Digestive system > Oral cavity > Buccal mucosa	Host-associated	Mammals: Human	Digestive system	Oral cavity	Buccal mucosa	Buccal mucosa	5	1	0	0	0	0	gold.ecosystem:3915
Host-associated > Mammals: Human > Digestive system > Oral cavity > Dental calculus	Host-associated	Mammals: Human	Digestive system	Oral cavity	Dental calculus	Dental calculus	5	1	0	0	0	0	gold.ecosystem:6098
Host-associated > Mammals: Human > Digestive system > Oral cavity > Gingival crevicular fluids	Host-associated	Mammals: Human	Digestive system	Oral cavity	Gingival crevicular fluids	Gingival crevicular fluids	5	1	0	0	0	0	gold.ecosystem:6445
Host-associated > Mammals: Human > Digestive system > Oral cavity > Hard palate	Host-associated	Mammals: Human	Digestive system	Oral cavity	Hard palate	Hard palate	5	1	0	0	0	0	gold.ecosystem:3918
Host-associated > Mammals: Human > Digestive system > Oral cavity > Mouth ulcer	Host-associated	Mammals: Human	Digestive system	Oral cavity	Mouth ulcer	Mouth ulcer	5	1	0	0	0	0	gold.ecosystem:7020
Host-associated > Mammals: Human > Digestive system > Oral cavity > Mucus	Host-associated	Mammals: Human	Digestive system	Oral cavity	Mucus	Mucus	5	1	0	0	0	0	gold.ecosystem:6443
Host-associated > Mammals: Human > Digestive system > Oral cavity > Oral mucosa	Host-associated	Mammals: Human	Digestive system	Oral cavity	Oral mucosa	Oral mucosa	5	1	0	0	0	0	gold.ecosystem:6094
Host-associated > Mammals: Human > Digestive system > Oral cavity > Salivary glands	Host-associated	Mammals: Human	Digestive system	Oral cavity	Salivary glands	Salivary glands	5	1	0	0	0	0	gold.ecosystem:6441
Host-associated > Mammals: Human > Digestive system > Oral cavity > Salivary glands: Parotid glands	Host-associated	Mammals: Human	Digestive system	Oral cavity	Salivary glands: Parotid glands	Salivary glands: Parotid glands	5	1	0	0	0	0	gold.ecosystem:6442
Host-associated > Mammals: Human > Digestive system > Oral cavity > Tongue dorsum	Host-associated	Mammals: Human	Digestive system	Oral cavity	Tongue dorsum	Tongue dorsum	5	1	0	0	0	0	gold.ecosystem:3911
Host-associated > Mammals: Human > Digestive system > Oral cavity > Tooth: Cementum	Host-associated	Mammals: Human	Digestive system	Oral cavity	Tooth: Cementum	Tooth: Cementum	5	1	0	0	0	0	gold.ecosystem:6444
Host-associated > Mammals: Human > Digestive system > Pancreas	Host-associated	Mammals: Human	Digestive system	Pancreas		Pancreas	4	2	0	0	0	0	gold.ecosystem:6496|gold.ecosystem:6497
Host-associated > Mammals: Human > Digestive system > Pancreas > Pancreatic duct	Host-associated	Mammals: Human	Digestive system	Pancreas	Pancreatic duct	Pancreatic duct	5	1	0	0	0	0	gold.ecosystem:6498
Host-associated > Mammals: Human > Digestive system > Pharynx/Throat > Peritonsillar abscess	Host-associated	Mammals: Human	Digestive system	Pharynx/Throat	Peritonsillar abscess	Peritonsillar abscess	5	1	0	0	0	0	gold.ecosystem:7019
Host-associated > Mammals: Human > Digestive system > Small intestine > Duodenal ulcer	Host-associated	Mammals: Human	Digestive system	Small intestine	Duodenal ulcer	Duodenal ulcer	5	1	0	0	0	0	gold.ecosystem:7021
Host-associated > Mammals: Human > Digestive system > Small intestine > Ileostomy effluent	Host-associated	Mammals: Human	Digestive system	Small intestine	Ileostomy effluent	Ileostomy effluent	5	1	0	0	0	0	gold.ecosystem:6255
Host-associated > Mammals: Human > Digestive system > Small intestine > Intestinal mucosa	Host-associated	Mammals: Human	Digestive system	Small intestine	Intestinal mucosa	Intestinal mucosa	5	1	0	0	0	0	gold.ecosystem:6434
Host-associated > Mammals: Human > Digestive system > Small intestine > Jejunum	Host-associated	Mammals: Human	Digestive system	Small intestine	Jejunum	Jejunum	5	1	0	0	0	0	gold.ecosystem:6433
Host-associated > Mammals: Human > Digestive system > Stomach > Chyme	Host-associated	Mammals: Human	Digestive system	Stomach	Chyme	Chyme	5	1	0	0	0	0	gold.ecosystem:6432
Host-associated > Mammals: Human > Digestive system > Stomach > Gastric ulcer	Host-associated	Mammals: Human	Digestive system	Stomach	Gastric ulcer	Gastric ulcer	5	1	0	0	0	0	gold.ecosystem:7022
Host-associated > Mammals: Human > Endocrine system	Host-associated	Mammals: Human	Endocrine system			Endocrine system	3	3	0	0	0	0	gold.ecosystem:6546|gold.ecosystem:7060|gold.ecosystem:7061
Host-associated > Mammals: Human > Endocrine system > Endocrine gland	Host-associated	Mammals: Human	Endocrine system	Endocrine gland		Endocrine gland	4	2	0	0	0	0	gold.ecosystem:6547|gold.ecosystem:7059
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Adrenal glands	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Adrenal glands	Adrenal glands	5	1	0	0	0	0	gold.ecosystem:6551
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Hypophysis/Pituitary gland	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Hypophysis/Pituitary gland	Hypophysis/Pituitary gland	5	1	0	0	0	0	gold.ecosystem:6548
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Parathyroid	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Parathyroid	Parathyroid	5	1	0	0	0	0	gold.ecosystem:6550
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Pineal gland/Epiphysis cerebri	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Pineal gland/Epiphysis cerebri	Pineal gland/Epiphysis cerebri	5	1	0	0	0	0	gold.ecosystem:6552
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Thymus	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Thymus	Thymus	5	1	0	0	0	0	gold.ecosystem:6553
Host-associated > Mammals: Human > Endocrine system > Endocrine gland > Thyroid	Host-associated	Mammals: Human	Endocrine system	Endocrine gland	Thyroid	Thyroid	5	1	0	0	0	0	gold.ecosystem:6549
Host-associated > Mammals: Human > Fetus > Amniotic sac	Host-associated	Mammals: Human	Fetus	Amniotic sac		Amniotic sac	4	2	0	0	0	0	gold.ecosystem:6327|gold.ecosystem:6328
Host-associated > Mammals: Human > Fetus > Fetal tissue	Host-associated	Mammals: Human	Fetus	Fetal tissue		Fetal tissue	4	2	0	0	0	0	gold.ecosystem:6325|gold.ecosystem:6330
Host-associated > Mammals: Human > Fetus > Fetal tissue > Chorionic villi	Host-associated	Mammals: Human	Fetus	Fetal tissue	Chorionic villi	Chorionic villi	5	1	0	0	0	0	gold.ecosystem:6576
Host-associated > Mammals: Human > Fetus > Fetal tissue > Umbilical cord	Host-associated	Mammals: Human	Fetus	Fetal tissue	Umbilical cord	Umbilical cord	5	1	0	0	0	0	gold.ecosystem:6574
Host-associated > Mammals: Human > Fetus > Fetal tissue > Umbilical cord blood	Host-associated	Mammals: Human	Fetus	Fetal tissue	Umbilical cord blood	Umbilical cord blood	5	1	0	0	0	0	gold.ecosystem:6575
Host-associated > Mammals: Human > Integumentary system	Host-associated	Mammals: Human	Integumentary system			Integumentary system	3	3	0	0	0	0	gold.ecosystem:6113|gold.ecosystem:7065|gold.ecosystem:7066
Host-associated > Mammals: Human > Integumentary system > Adipose tissue > Subcutaneous fat	Host-associated	Mammals: Human	Integumentary system	Adipose tissue	Subcutaneous fat	Subcutaneous fat	5	1	0	0	0	0	gold.ecosystem:6514
Host-associated > Mammals: Human > Integumentary system > Adipose tissue > Visceral fat	Host-associated	Mammals: Human	Integumentary system	Adipose tissue	Visceral fat	Visceral fat	5	1	0	0	0	0	gold.ecosystem:6515
Host-associated > Mammals: Human > Integumentary system > Apocrine sweat glands	Host-associated	Mammals: Human	Integumentary system	Apocrine sweat glands		Apocrine sweat glands	4	2	0	0	0	0	gold.ecosystem:6863|gold.ecosystem:6867
Host-associated > Mammals: Human > Integumentary system > Apocrine sweat glands > Sweat	Host-associated	Mammals: Human	Integumentary system	Apocrine sweat glands	Sweat	Sweat	5	1	0	0	0	0	gold.ecosystem:6864
Host-associated > Mammals: Human > Integumentary system > Apoeccrine sweat glands	Host-associated	Mammals: Human	Integumentary system	Apoeccrine sweat glands		Apoeccrine sweat glands	4	2	0	0	0	0	gold.ecosystem:6865|gold.ecosystem:6868
Host-associated > Mammals: Human > Integumentary system > Apoeccrine sweat glands > Sweat	Host-associated	Mammals: Human	Integumentary system	Apoeccrine sweat glands	Sweat	Sweat	5	1	0	0	0	0	gold.ecosystem:6866
Host-associated > Mammals: Human > Integumentary system > Ceruminous glands	Host-associated	Mammals: Human	Integumentary system	Ceruminous glands		Ceruminous glands	4	2	0	0	0	0	gold.ecosystem:7024|gold.ecosystem:7062
Host-associated > Mammals: Human > Integumentary system > Ceruminous glands > Cerumen/Earwax	Host-associated	Mammals: Human	Integumentary system	Ceruminous glands	Cerumen/Earwax	Cerumen/Earwax	5	1	0	0	0	0	gold.ecosystem:7025
Host-associated > Mammals: Human > Integumentary system > Eccrine sweat glands	Host-associated	Mammals: Human	Integumentary system	Eccrine sweat glands		Eccrine sweat glands	4	2	0	0	0	0	gold.ecosystem:6860|gold.ecosystem:6861
Host-associated > Mammals: Human > Integumentary system > Eccrine sweat glands > Sweat	Host-associated	Mammals: Human	Integumentary system	Eccrine sweat glands	Sweat	Sweat	5	1	0	0	0	0	gold.ecosystem:6862
Host-associated > Mammals: Human > Integumentary system > Hair	Host-associated	Mammals: Human	Integumentary system	Hair		Hair	4	2	0	0	0	0	gold.ecosystem:7041|gold.ecosystem:7042
Host-associated > Mammals: Human > Integumentary system > Hair > Hair roots	Host-associated	Mammals: Human	Integumentary system	Hair	Hair roots	Hair roots	5	1	0	0	0	0	gold.ecosystem:7043
Host-associated > Mammals: Human > Integumentary system > Hair > Hair shaft	Host-associated	Mammals: Human	Integumentary system	Hair	Hair shaft	Hair shaft	5	1	0	0	0	0	gold.ecosystem:7044
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus		Lacrimal apparatus	4	2	0	0	0	0	gold.ecosystem:6318|gold.ecosystem:7063
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus > Lacrimal fluids	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus	Lacrimal fluids	Lacrimal fluids	5	1	0	0	0	0	gold.ecosystem:6511
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus > Lacrimal glands	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus	Lacrimal glands	Lacrimal glands	5	1	0	0	0	0	gold.ecosystem:6507
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus > Lacrimal sac	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus	Lacrimal sac	Lacrimal sac	5	1	0	0	0	0	gold.ecosystem:6510
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus > Nasolacrimal canal	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus	Nasolacrimal canal	Nasolacrimal canal	5	1	0	0	0	0	gold.ecosystem:6509
Host-associated > Mammals: Human > Integumentary system > Lacrimal apparatus > Tears	Host-associated	Mammals: Human	Integumentary system	Lacrimal apparatus	Tears	Tears	5	1	0	0	0	0	gold.ecosystem:6508
Host-associated > Mammals: Human > Integumentary system > Mammary gland > Breast cyst	Host-associated	Mammals: Human	Integumentary system	Mammary gland	Breast cyst	Breast cyst	5	1	0	0	0	0	gold.ecosystem:7008
Host-associated > Mammals: Human > Integumentary system > Mammary gland > Discharge	Host-associated	Mammals: Human	Integumentary system	Mammary gland	Discharge	Discharge	5	1	0	0	0	0	gold.ecosystem:6506
Host-associated > Mammals: Human > Integumentary system > Meibomian glands	Host-associated	Mammals: Human	Integumentary system	Meibomian glands		Meibomian glands	4	2	0	0	0	0	gold.ecosystem:7030|gold.ecosystem:7031
Host-associated > Mammals: Human > Integumentary system > Meibomian glands > Meibum	Host-associated	Mammals: Human	Integumentary system	Meibomian glands	Meibum	Meibum	5	1	0	0	0	0	gold.ecosystem:7032
Host-associated > Mammals: Human > Integumentary system > Nails	Host-associated	Mammals: Human	Integumentary system	Nails		Nails	4	2	0	0	0	0	gold.ecosystem:6858|gold.ecosystem:6859
Host-associated > Mammals: Human > Integumentary system > Sebaceous glands	Host-associated	Mammals: Human	Integumentary system	Sebaceous glands		Sebaceous glands	4	2	0	0	0	0	gold.ecosystem:7026|gold.ecosystem:7027
Host-associated > Mammals: Human > Integumentary system > Sebaceous glands > Sebum	Host-associated	Mammals: Human	Integumentary system	Sebaceous glands	Sebum	Sebum	5	1	0	0	0	0	gold.ecosystem:7028
Host-associated > Mammals: Human > Integumentary system > Sebaceous glands > Stye	Host-associated	Mammals: Human	Integumentary system	Sebaceous glands	Stye	Stye	5	1	0	0	0	0	gold.ecosystem:7029
Host-associated > Mammals: Human > Integumentary system > Skin > Abscess: Furuncle/Boil	Host-associated	Mammals: Human	Integumentary system	Skin	Abscess: Furuncle/Boil	Abscess: Furuncle/Boil	5	1	0	0	0	0	gold.ecosystem:7010
Host-associated > Mammals: Human > Integumentary system > Skin > Abscess: Pilonidal sinus	Host-associated	Mammals: Human	Integumentary system	Skin	Abscess: Pilonidal sinus	Abscess: Pilonidal sinus	5	1	0	0	0	0	gold.ecosystem:7009
Host-associated > Mammals: Human > Integumentary system > Skin > Athlete's foot	Host-associated	Mammals: Human	Integumentary system	Skin	Athlete's foot	Athlete's foot	5	1	0	0	0	0	gold.ecosystem:7017
