identifier	slug
habitatmech:GOLD.1d9982b7bf	soil_bedrock_interface
habitatmech:GOLD.1daee83236	vagina__a4a4e1ad
habitatmech:GOLD.1dec05f10e	air_sacs
habitatmech:GOLD.1e04aaebba	saliva__6b871fb0
habitatmech:GOLD.1e2686ea7e	bone
habitatmech:GOLD.1e3f47202c	hair_follicle
habitatmech:GOLD.1e479a90dd	cutaneous_leishmaniasis
habitatmech:GOLD.1e5645d6c8	pronghorn
habitatmech:GOLD.1e79c4f302	sporozoa
habitatmech:GOLD.1e8f6911f5	heterotrophic_hnf
habitatmech:GOLD.1eb00167ac	sugarcane_filter_cake
habitatmech:GOLD.1ece8c580a	effluent
habitatmech:GOLD.1f110436d1	eggs
habitatmech:GOLD.1f45d9d054	sediment__a8039b03
habitatmech:GOLD.1f5f4fee4c	sediment__e752e84e
habitatmech:GOLD.1f74489d04	well_biofilm
habitatmech:GOLD.1f80141d6a	hadopelagic_zone_ocean_trenches
habitatmech:GOLD.1f8a962fa9	eustachian_tube
habitatmech:GOLD.200051736e	light_organ
habitatmech:GOLD.203ab14b02	sludge__df43c436
habitatmech:GOLD.2047d759aa	effusion
habitatmech:GOLD.2082ed6ba7	metal_surface
habitatmech:GOLD.2095a51ac4	prothorax
habitatmech:GOLD.20bc7c46a0	heart__a33d0ef6
habitatmech:GOLD.20fae79b01	urinary_bladder
habitatmech:GOLD.20fb5b0162	rock_core_sediment
habitatmech:GOLD.21222434e2	deep_subsurface__45e0aabf
habitatmech:GOLD.2127bae21d	eustachian_tube__a8583033
habitatmech:GOLD.21698a99df	crustaceans_tank
habitatmech:GOLD.2173317f9c	parabasalids
habitatmech:GOLD.21bd1543b5	ligament
habitatmech:GOLD.21e53e7981	acid_lake
habitatmech:GOLD.21e57b5d40	retroauricular_crease
habitatmech:GOLD.21e97f08ee	liver__b17d75c2
habitatmech:GOLD.21eb1adab2	reproductive_system__d6ec6a33
habitatmech:GOLD.21f701f425	cerebrospinal_fluid__93998265
habitatmech:GOLD.2233edb538	tropical_rainforest
habitatmech:GOLD.22385a9b81	salt_marsh__3c0519d1
habitatmech:GOLD.2241010097	paper
habitatmech:GOLD.224ebcebe1	lymphoblastic_lymphoma
habitatmech:GOLD.22656a226b	floodplain__7ad4b08f
habitatmech:GOLD.226fcf3880	pulmonary_fluid
habitatmech:GOLD.227b8ef4a5	fecal
habitatmech:GOLD.228c68bdf2	composting_facility
habitatmech:GOLD.22947d6b50	bioreactor__e86e1c04
habitatmech:GOLD.22a80cbd14	groundwater
habitatmech:GOLD.22ea687641	rectum__bee8fb47
habitatmech:GOLD.23007d6432	cyanide_thiocyanate
habitatmech:GOLD.230a05ae80	beehive_brood_combs
habitatmech:GOLD.2333d6225a	arthropoda_myriapoda
habitatmech:GOLD.23389b02b4	ciliates
habitatmech:GOLD.236abc4b8a	rubber
habitatmech:GOLD.236eb735d7	molluscs_pond
habitatmech:GOLD.237fd067e0	epidermoid
habitatmech:GOLD.23cd8889db	plankton
habitatmech:GOLD.23dcd93012	latrine_chamber
habitatmech:GOLD.23ff94c519	lateral_fornices
habitatmech:GOLD.242c0c0793	hospital_wastewater
habitatmech:GOLD.245555f695	adjacent_soil
habitatmech:GOLD.245b61d15e	metalworking_fluids
habitatmech:GOLD.24903b113a	wood__f68f700b
habitatmech:GOLD.24b964f5cb	mine__38724a74
habitatmech:GOLD.24c703f190	external_surfaces
habitatmech:GOLD.24cf427e7d	dhs_reactor
habitatmech:GOLD.2530583ff3	gingiva__a0e07640
habitatmech:GOLD.253304a381	urine__d216c5fc
habitatmech:GOLD.25b680d9bc	activated_sludge__6bcd092f
habitatmech:GOLD.25f514731f	multisystem_conditions
habitatmech:GOLD.25fd1f31a1	dermatitis
habitatmech:GOLD.2629126433	glacial_till
habitatmech:GOLD.2629408066	ceca
habitatmech:GOLD.262a789a98	biomass
habitatmech:GOLD.26717179e1	manure__c8feb3ee
habitatmech:GOLD.26a84185d3	digestive_system
habitatmech:GOLD.26b1d1137f	dental_plaque__8396e8ec
habitatmech:GOLD.26fc1b2958	whole_body__43ee7152
habitatmech:GOLD.2777b651ed	cerebrospinal_fluid__e3d236b3
habitatmech:GOLD.277843111f	salt_crystallizer_ponds
habitatmech:GOLD.279140e15d	effusion__ef80da5d
habitatmech:GOLD.27ae8e65de	legs_and_wings
habitatmech:GOLD.27c88ba739	integumentary_system__aca2e893
habitatmech:GOLD.282ecbaf3b	urinary_system
habitatmech:GOLD.284cf93966	epicuticular_wax
habitatmech:GOLD.288559828e	swine_waste_with_corn
habitatmech:GOLD.28cfbd7dee	bone__8d0df242
habitatmech:GOLD.28daa326da	hypolimnion__d888743c
habitatmech:GOLD.28f661cad5	digestate
habitatmech:GOLD.28f9330745	extracellular_symbionts
habitatmech:GOLD.290d0bb5fc	polycyclic_aromatic_hydrocarbons
habitatmech:GOLD.292d5d6ada	microbial_mat__5129baa2
habitatmech:GOLD.2934cf4eee	seat_surface
habitatmech:GOLD.293873d837	plastic_debries
habitatmech:GOLD.2959225799	arthropoda_crustaceans
habitatmech:GOLD.299b3cf670	paranasal_sinuses_ethmoiddal
habitatmech:GOLD.29bc65288a	saprolite__5f9fb5e6
habitatmech:GOLD.29c6aa959b	grass
habitatmech:GOLD.29dae65d3c	floor
habitatmech:GOLD.29feb6867b	reproductive_system__637f205f
habitatmech:GOLD.2a0aafbf59	fermented_vegetables
habitatmech:GOLD.2a0de7e155	microbial_mats__a56a2e1b
habitatmech:GOLD.2a1b56ffda	intraocular_fluid_aqueous_humor
habitatmech:GOLD.2a2774b70a	trachea__4ac9ebc1
habitatmech:GOLD.2a339523f6	floodplain__bd388f78
habitatmech:GOLD.2a523a768a	lymphoid_tissue__d3769bff
habitatmech:GOLD.2a6cc2b868	acidic_hypersaline_lake
habitatmech:GOLD.2a948ee511	circulatory_system__745592ee
habitatmech:GOLD.2aa590f12e	biofilter__9cdb9879
habitatmech:GOLD.2acb39dd08	engineered__900b76ad
habitatmech:GOLD.2aeb0d8390	food_sample
habitatmech:GOLD.2b2e32d265	floor__86528402
habitatmech:GOLD.2b5caaea9b	freshwater_ras
habitatmech:GOLD.2b6450fb55	chorionic_villi__9af464db
habitatmech:GOLD.2b85027dc1	seat_surface__a1cb78f8
habitatmech:GOLD.2bc7edd546	petroleum_sludge
habitatmech:GOLD.2bf3ab7d2f	influent
habitatmech:GOLD.2c1e36b661	microbial_mats__cfca43d0
habitatmech:GOLD.2c26547de4	bladder__9a6dd80c
habitatmech:GOLD.2c490cfc74	hemolymph__4348783b
habitatmech:GOLD.2ca315e866	sediment__978ea781
habitatmech:GOLD.2cdf4f2c7f	cuticle__a024212e
habitatmech:GOLD.2d1d06f93f	storm_water_pond
habitatmech:GOLD.2d245623ac	renal_cyst
habitatmech:GOLD.2d24faa338	microbialites
habitatmech:GOLD.2d40c87aeb	stadium
habitatmech:GOLD.2d506b9526	caeca_bacteriome
habitatmech:GOLD.2d60be6d95	decayed_wood
habitatmech:GOLD.2d7dfa9dc4	sediment__4ec76487
habitatmech:GOLD.2db4d9dd6e	heart__183c142d
habitatmech:GOLD.2e3f6a8ccd	abdomen_nodes
habitatmech:GOLD.2e404ba6a0	cryoconite
habitatmech:GOLD.2e584195fd	brain__f0593337
habitatmech:GOLD.2e804e3e32	wastewater_effluent
habitatmech:GOLD.2e9692d86d	shale_gas_reservoir
habitatmech:GOLD.2edc84b874	activated_sludge__c40355de
habitatmech:GOLD.2eecc8ad2c	genetically_modified
habitatmech:GOLD.2ef6207bd1	supratidal_zone
habitatmech:GOLD.2f12ab3480	lesion_site
habitatmech:GOLD.2f4b860753	liftoff_microbial_mat
habitatmech:GOLD.2f5a0b5455	endocrine_gland
habitatmech:GOLD.2f62ba7993	skeletonized_remains
habitatmech:GOLD.2f9eb7ed2f	sediment__0ef8e416
habitatmech:GOLD.2ff751e0a6	sediment__11488300
habitatmech:GOLD.2ffc007bf2	coal_slurry
habitatmech:GOLD.30027d024a	vernal_pools
habitatmech:GOLD.30043c5bd8	pit_mud
habitatmech:GOLD.3035957c1d	sediment__745f8d63
habitatmech:GOLD.308838e7f5	truffle_orchard
habitatmech:GOLD.308a1c6b2e	trachea__fe30e248
habitatmech:GOLD.3098ee8fe8	hypersaline_soda_lake
habitatmech:GOLD.311c2b52fd	jejunum__99ad3bb2
habitatmech:GOLD.3135685b09	white
habitatmech:GOLD.313d56a2db	unspecified_organ
habitatmech:GOLD.313e2bf386	subtidal_zone__792000f9
habitatmech:GOLD.3140150c43	cooked_blood
habitatmech:GOLD.31577394a0	midgut__6150b7ba
habitatmech:GOLD.319c3f351e	frass
habitatmech:GOLD.31d7fab4fa	malignant_tumor
habitatmech:GOLD.31f0f33f09	gingival_crevicular_fluids
habitatmech:GOLD.31fc4ee1b3	spleen__5aff0d84
habitatmech:GOLD.32269ef375	mid_stream
habitatmech:GOLD.32330da5da	embryo__3df16fcc
habitatmech:GOLD.32c2a98ae8	semi_continuous
habitatmech:GOLD.331b32cbb4	biofilm__b8c0edc9
habitatmech:GOLD.333af3f6ef	input_fracking_water
habitatmech:GOLD.333c18201f	benign_tumor
habitatmech:GOLD.333c28fb9f	small_intestine__b5b5caae
habitatmech:GOLD.334001c233	tongue__33670348
habitatmech:GOLD.335c06a602	sediment__39568e28
habitatmech:GOLD.335e6f8d6c	wastewater__379edbf8
habitatmech:GOLD.3395efc96e	spongy_bone
habitatmech:GOLD.339be500b4	cell_line
habitatmech:GOLD.33ad86bb23	sludge__25c88b98
habitatmech:GOLD.33b265d89f	sediment__0bbc27fb
habitatmech:GOLD.33c4a7e711	middle_ear__4109a919
habitatmech:GOLD.33f4720550	contaminated__5ce0d64b
habitatmech:GOLD.33fb90237d	outdoor
habitatmech:GOLD.340845ce71	hek293
habitatmech:GOLD.3426da4c96	fracking_water__af948aea
habitatmech:GOLD.342d26e2ac	mine_drainage
habitatmech:GOLD.344aa1f6cc	sludge__cb27e648
habitatmech:GOLD.344beb0a43	pleural_fluid
habitatmech:GOLD.34aa575f68	vertebra
habitatmech:GOLD.34c28836da	ascidians
habitatmech:GOLD.34c5279f4d	rectum__d8270e33
habitatmech:GOLD.34d152cb9a	diffuse_large_b_cell_lymphoma
habitatmech:GOLD.34fc22fc7f	decomposed_body__ee215354
habitatmech:GOLD.35031d7053	forest
habitatmech:GOLD.353a834cfd	wastewater__05daf28f
habitatmech:GOLD.355bbcd7e3	sub_seafloor
habitatmech:GOLD.355d101579	forest_soil__401ebd78
habitatmech:GOLD.356adc0d4d	endosphere__eb0d56da
habitatmech:GOLD.35b68dbb27	deepwater_brine_lake
habitatmech:GOLD.35beb98884	bryophytes
habitatmech:GOLD.3612f7e08f	whole_blood
habitatmech:GOLD.363486c188	egg_products
habitatmech:GOLD.366c98e747	sediment__a24ea793
habitatmech:GOLD.36956c8743	hypersaline_spring
habitatmech:GOLD.36c18a2eff	vermicompost
habitatmech:GOLD.3745424474	respiratory_system__bb611e3f
habitatmech:GOLD.3756d4bb39	skeletal_system__5ac43c2f
habitatmech:GOLD.376c23f892	mangrove_sediment
habitatmech:GOLD.378cb6fe90	respiratory_system__303e824c
habitatmech:GOLD.3811a2ed25	udder_dermatitis
habitatmech:GOLD.383b9034af	axilla_armpit
habitatmech:GOLD.3841c9c3af	deep_subsurface__f51dcfb9
habitatmech:GOLD.3892ec1c72	microbial_solubilization_of_coal
habitatmech:GOLD.38e159af25	microbial_mats__74823fe8
habitatmech:GOLD.38f60a7f52	hindgut__1da73b3c
habitatmech:GOLD.38f7a3c934	intertidal_zone__37facab6
habitatmech:GOLD.391a34e025	ileum__048460dc
habitatmech:GOLD.391e0f7196	penis_urethra_opening
habitatmech:GOLD.394283d34e	intestine__c829ee27
habitatmech:GOLD.3982893194	air_sacs__d20658f1
habitatmech:GOLD.398684b642	shrubland
habitatmech:GOLD.3988adca86	leaf_nodule
habitatmech:GOLD.3989e6bef6	haptophytes
habitatmech:GOLD.398aeb6c37	dust
habitatmech:GOLD.39a9e4ecb4	frozen_seafood
habitatmech:GOLD.39aba9a2e7	urban_waste
habitatmech:GOLD.39b18ceeda	sediment__6c6b3208
habitatmech:GOLD.39c48162e0	mine__760bea1b
habitatmech:GOLD.39ec66994a	wastewater__49e4fa74
habitatmech:GOLD.3a0549cbd8	excretory_system
habitatmech:GOLD.3a1e1f8fd7	abyssopelagic_abyssal_zone
habitatmech:GOLD.3a27c6e1bf	colon_cancer
habitatmech:GOLD.3a47ac0d99	thymus
habitatmech:GOLD.3a4b131649	sediment__41657647
habitatmech:GOLD.3ab7632edb	testicular_seminoma
habitatmech:GOLD.3af6ca6cc3	ssf_solid_state_fermentation
habitatmech:GOLD.3b04872853	rock_core_sediment__d94b06e9
habitatmech:GOLD.3b12885ee1	plastic_waste
habitatmech:GOLD.3b22aa41ac	digestate__e3669430
habitatmech:GOLD.3b36f6b3d2	biochar__4f716948
habitatmech:GOLD.3b389569f4	sweat
habitatmech:GOLD.3b64b1f98f	desert_springs
habitatmech:GOLD.3baeffe4f8	digestive_system__ae8329bf
habitatmech:GOLD.3bbb8de388	c_horizon_substratum
habitatmech:GOLD.3c2d0e40cc	urinary_system__e979178b
habitatmech:GOLD.3c48e28c4c	aquatic_biofilm
habitatmech:GOLD.3c57a87bfd	umbilical_cord
habitatmech:GOLD.3c68e33a11	hydrocarbon
habitatmech:GOLD.3c7ab95a73	reproductive_system__ea3bc0cf
habitatmech:GOLD.3c86a15d35	sludge__19220baa
habitatmech:GOLD.3c9c386c6f	spider_web
habitatmech:GOLD.3cb19cd4af	gut__0d32d8a8
habitatmech:GOLD.3cf5fa0c3c	tooth__fb6495c5
habitatmech:GOLD.3d17e0fdbe	salt_marsh__657e2c21
habitatmech:GOLD.3d33a253af	o_horizon_organic
habitatmech:GOLD.3d3b1950ad	ovaries__420be12c
habitatmech:GOLD.3d529a667e	fish
habitatmech:GOLD.3d5616ccf7	colon_mucosa__7a8e4588
habitatmech:GOLD.3d72ae189f	driven_well
habitatmech:GOLD.3d911344b7	cuticle__11d6cb22
habitatmech:GOLD.3da0b4697d	integument
habitatmech:GOLD.3dfa6559a3	effluent__b6295023
habitatmech:GOLD.3e0abbfef7	marine_fish_farm
habitatmech:GOLD.3e1d28f86a	composting__66a8d404
habitatmech:GOLD.3e33bb7fcf	leg_nodes
habitatmech:GOLD.3e362d1724	ileostomy_effluent
habitatmech:GOLD.3e86b794ef	soil__cbcc9126
habitatmech:GOLD.3e97e1d9d2	gulf
habitatmech:GOLD.3eadf3c938	sediment__d502b1be
habitatmech:GOLD.3ec896865d	biofouling__438bcaa2
habitatmech:GOLD.3eddf79b9e	sediment__51ff1590
habitatmech:GOLD.3f4adb65f3	surface__9aef9f06
habitatmech:GOLD.3f58fb59be	anaerobic_digester
habitatmech:GOLD.3f6b823859	untreated
habitatmech:GOLD.3f7014837a	bulk_soil__a7f51ed8
habitatmech:GOLD.3f71a47ea5	alpine__d867fedc
habitatmech:GOLD.3f7e6419f2	spongy_bone__45e1fdab
habitatmech:GOLD.3fb6b22200	plankton__1201d35e
habitatmech:GOLD.3fe7cdc936	harbor__5962cec6
habitatmech:GOLD.3feaca4b1b	vagina__ec561811
habitatmech:GOLD.400a91f532	lipoma
habitatmech:GOLD.4020b8821e	landfill_leachate
habitatmech:GOLD.402606ef0e	pulmonary_fluid__f210bd8c
habitatmech:GOLD.4074e8add2	composting__3d1c60e3
habitatmech:GOLD.40979f5751	indoor_air
habitatmech:GOLD.409867a634	rumen_fluid__18e64978
habitatmech:GOLD.409b340a9f	dental_calculus
habitatmech:GOLD.409eaa3602	contaminated__04ca56f8
habitatmech:GOLD.40addf2cfb	ileum__5f9741de
habitatmech:GOLD.40bfbe291f	insect_burrows
habitatmech:GOLD.40c1d45ca3	morphine
habitatmech:GOLD.4100d83c91	hadalpelagic
habitatmech:GOLD.4118c960e3	unknown_material
habitatmech:GOLD.415be372cd	humus
habitatmech:GOLD.4166733314	visual_system__5e4c6c64
habitatmech:GOLD.41a1abb4c2	agricultural_land
habitatmech:GOLD.41b3bd5e75	agricultural_land__1576a8d1
habitatmech:GOLD.41da7f710b	e_horizon_subsurface
habitatmech:GOLD.41f771c2b4	acidic_lake
habitatmech:GOLD.42259a4d7e	coalbed_methane_well
habitatmech:GOLD.4253879421	salt_marsh__34fd781c
habitatmech:GOLD.42a3b7b2d3	bog
habitatmech:GOLD.43005e4de2	raw_meat
habitatmech:GOLD.431474dc36	seminal_glands
habitatmech:GOLD.431c971c17	venous_ulcer
habitatmech:GOLD.433d96f0dd	amniotic_sac
habitatmech:GOLD.437f639705	hydrothermal_plume
habitatmech:GOLD.43a19ec2bb	thymus__9bcc09b6
habitatmech:GOLD.43c33f3ecc	activated_sludge__a6d16f1c
habitatmech:GOLD.43d2f482da	unspecified_system
habitatmech:GOLD.43db7aa909	digestate__6bea3d76
habitatmech:GOLD.43e5763a38	spices
habitatmech:GOLD.44534a15ca	sediment__447537e4
habitatmech:GOLD.4467744e70	freshwater
habitatmech:GOLD.44921efe83	papillate_region
habitatmech:GOLD.44a2cbbd60	arthropoda_chelicerates
habitatmech:GOLD.45106d469c	paleofeces
habitatmech:GOLD.452a98786f	simulated_rainfall
habitatmech:GOLD.452b64e218	bulk_soil__0af1a50e
habitatmech:GOLD.453b1756ab	accessory_nidamental_gland_ang
habitatmech:GOLD.454b109259	tooth__674bf59a
habitatmech:GOLD.4558077daa	drainage_pipe_biofilm
habitatmech:GOLD.456120aa2d	multiple_myeloma
habitatmech:GOLD.45953bb291	sediment__d971962d
habitatmech:GOLD.459a01a714	periprosthetic_joint_hip
habitatmech:GOLD.45a8229be1	nematoda
habitatmech:GOLD.45b27bdccd	esophageal_ulcer
habitatmech:GOLD.45bab6af2d	whole_body__26968962
habitatmech:GOLD.45d21e5d2f	cattle_barn
habitatmech:GOLD.45eac4c01e	sediment__155ecb33
habitatmech:GOLD.46309b7794	phytoplankton_bloom
habitatmech:GOLD.46abb9a153	cave__4b02055a
habitatmech:GOLD.46c43fd62c	cephalochordata
habitatmech:GOLD.46f26d1e8c	groin_nodes
habitatmech:GOLD.476e09babd	blood__5ca8064f
habitatmech:GOLD.47755865da	urban_forest
habitatmech:GOLD.4788e5d28f	biofilm__3952f25d
habitatmech:GOLD.47e603cf4f	birds
habitatmech:GOLD.4849010f40	estuary_sediment
habitatmech:GOLD.486b52b120	warm_34_42c
habitatmech:GOLD.48845e371f	bulk_soil__792eb6de
habitatmech:GOLD.4885b989e7	bronchi
habitatmech:GOLD.48d5963d27	fecal__ceae17b6
habitatmech:GOLD.48ff047301	anterior_nares
habitatmech:GOLD.49273d9a48	fluvial_sediment
habitatmech:GOLD.497ed1acca	biomass__9d8a5aca
habitatmech:GOLD.4981e0d84c	bulk_soil__6bf572ff
habitatmech:GOLD.4a2450370b	anaerobic_aerobic
habitatmech:GOLD.4a2834cfef	fermented_dairy_products
habitatmech:GOLD.4a29125f08	hair__5d62009a
habitatmech:GOLD.4a33771475	mine__d2db7642
habitatmech:GOLD.4a4dd0001d	r2a_agar
habitatmech:GOLD.4a65869529	uterus__361ade40
habitatmech:GOLD.4a93adc46e	bulk_soil__72bc946c
habitatmech:GOLD.4a9a3f8366	pilomatrixoma
habitatmech:GOLD.4ad87f756c	testicular_non_seminoma
habitatmech:GOLD.4af8939c1f	fossilized_remains
habitatmech:GOLD.4b2268b7dd	visceral_fat
habitatmech:GOLD.4b37ab4b76	skin__621b7871
habitatmech:GOLD.4b4124c98a	freshwater_debries
habitatmech:GOLD.4b46114446	eye
habitatmech:GOLD.4bd2954af9	biofouling__fa010eab
habitatmech:GOLD.4be243a2b8	frozen_remains__584db35c
habitatmech:GOLD.4c19ae6894	saliva__55f0369c
habitatmech:GOLD.4caaf1fb4f	buccal_mucosa__62ec5bff
habitatmech:GOLD.4cc5effc74	myocardial_abscess
habitatmech:GOLD.4d1973c869	composting__ccb9142d
habitatmech:GOLD.4d5e767cac	urban_floodwater
habitatmech:GOLD.4d792ac724	invertebrates
habitatmech:GOLD.4d81fdaa51	eye_ciliary_body
habitatmech:GOLD.4d8430a3ad	acid_saline_drainage
habitatmech:GOLD.4d8b9e6fe9	canthus
habitatmech:GOLD.4db3420b06	bile__22fc0a7b
habitatmech:GOLD.4dbae6ecfe	multiple_organs__a0ce3dd7
habitatmech:GOLD.4dd29bdcf8	mixed_parts
habitatmech:GOLD.4e3f079a4d	duodenum__5b2d8f0e
habitatmech:GOLD.4e8bd5f6aa	debries
habitatmech:GOLD.4ea90c256b	palsa__47f5bccc
habitatmech:GOLD.4f0fb37d6f	wooden_surface
habitatmech:GOLD.4f270802f6	genital_ulcer
habitatmech:GOLD.4f2d583075	simulated_communities_contig_mixture
habitatmech:GOLD.4f4488b5d8	sediment__591df749
habitatmech:GOLD.4f8bcf2e70	fermented_seafood
habitatmech:GOLD.4f9191d466	bench_surface
habitatmech:GOLD.4fc61c9527	caski
habitatmech:GOLD.4fcc4e7851	sediment__7111b532
habitatmech:GOLD.5068cb6b3d	cornea__f146d32e
habitatmech:GOLD.506abc1148	subgingival_plaque
habitatmech:GOLD.50722c7871	hindgut__f414b618
habitatmech:GOLD.50a1c0375b	hornworts
habitatmech:GOLD.50f5e81b07	composting__7007242d
habitatmech:GOLD.511058ef1e	neutral
habitatmech:GOLD.51a8d52cec	fecal__0e10427f
habitatmech:GOLD.51de99d734	microbialites__82d49810
habitatmech:GOLD.51e593a6a4	middle_ear__53ce949a
habitatmech:GOLD.51eb0120ab	subterranean_lake
habitatmech:GOLD.52092cfbb2	dry_permafrost
habitatmech:GOLD.523243d1da	soft_tissues
habitatmech:GOLD.523d63f6f3	intestine__add3d43a
habitatmech:GOLD.52622242c6	cement_wall
habitatmech:GOLD.5298ffd023	biofilm__5f164a0f
habitatmech:GOLD.52a60ba4a3	skeletal_system__c0556b96
habitatmech:GOLD.52b1824f90	drugs_supplements
habitatmech:GOLD.52d3212a6a	skin__62c4f183
habitatmech:GOLD.52f22e84ee	foregut__6bc8c43a
habitatmech:GOLD.52f7aa2371	composting__884e79de
habitatmech:GOLD.52ffd9fa79	anaerobic_aerobic__b96ead5a
habitatmech:GOLD.5307a30baa	circulatory_system__90d88932
habitatmech:GOLD.53337a753d	cast
habitatmech:GOLD.5367726c63	whole_body__4c96bb01
habitatmech:GOLD.539290062d	conjunctiva__482ca0a7
habitatmech:GOLD.53d8f8bf68	poultry_farm
habitatmech:GOLD.53fd337784	cartilage
habitatmech:GOLD.54055df52f	intertidal_zone__3d85893c
habitatmech:GOLD.5413be957b	stomach_cardiac
habitatmech:GOLD.5446ce4c6d	crop__310374d9
habitatmech:GOLD.545860f89e	skeletal_muscle__0f115555
habitatmech:GOLD.5470920883	desert__35032b19
habitatmech:GOLD.548aa8c06a	sediment__2b3ec834
habitatmech:GOLD.54eda01cf1	subarachnoid_space__3885f8ab
habitatmech:GOLD.5520b30ba7	abyssal_plane
habitatmech:GOLD.55488bc6a7	arm_nodes
habitatmech:GOLD.555431c596	biomass__e0c132c1
habitatmech:GOLD.55a9660503	fungi__78b2000c
habitatmech:GOLD.55cb603eb1	scull_ethmoid
habitatmech:GOLD.56113a85e1	mangrove_area
habitatmech:GOLD.561c4d99f7	whole_body__dda7390a
habitatmech:GOLD.5661c0fd2b	large_intestine__f0b32c97
habitatmech:GOLD.56790b4070	pooled_tissues
habitatmech:GOLD.567d1f0047	carcinoid
habitatmech:GOLD.56919b89d6	sediment__22a0bba7
habitatmech:GOLD.569ad8bc20	biliary_tract__7bf9e820
habitatmech:GOLD.56c9d8587d	salt_pond_sediment
habitatmech:GOLD.56e0776270	integumentary_system__489a751e
habitatmech:GOLD.57011086ca	crop__d566c329
habitatmech:GOLD.5707adcc9e	sediment__e7c64fb2
habitatmech:GOLD.5716362057	psoriasis_lesion
habitatmech:GOLD.5719bbc634	gills
habitatmech:GOLD.5786dab319	wood__d82aae22
habitatmech:GOLD.579d0fd8d4	retropharyngeal
habitatmech:GOLD.57a0497838	crop_content
habitatmech:GOLD.57a5257707	estuary_microbial_mat
habitatmech:GOLD.57fa2ba2ad	ear_canal
habitatmech:GOLD.57ff7fe01d	pitcher_fluid
habitatmech:GOLD.583dbbd71a	mushroom_farm
habitatmech:GOLD.58415258eb	subterranean_estuary
habitatmech:GOLD.58688439f5	sediment__d851e63e
habitatmech:GOLD.5871068dfe	bacteria__18ec9827
habitatmech:GOLD.587378d673	gymnolaemates
habitatmech:GOLD.58a0fb1252	mixolimnion_top_layer
habitatmech:GOLD.59184b6242	laryngopharynx
habitatmech:GOLD.5948923b46	composting__17c06daf
habitatmech:GOLD.59c60b0d02	ileum__19183dda
habitatmech:GOLD.59cb2c0cce	creek
habitatmech:GOLD.59e8d1205d	bivalves
habitatmech:GOLD.5a296e32d2	marine_basin_floor
habitatmech:GOLD.5a41405bc3	visual_system__23837b48
habitatmech:GOLD.5a9d059298	cibarium_preoral_cavity
habitatmech:GOLD.5aba47d0e6	soil__adaa5f28
habitatmech:GOLD.5ac267ae18	salt_mine
habitatmech:GOLD.5ac437e3dc	estuary__5f780975
habitatmech:GOLD.5b0aa7456c	large_intestine__65b4f112
habitatmech:GOLD.5b56a06a4c	pit_lake
habitatmech:GOLD.5b730a58b7	littoral_zone__9f547c9b
habitatmech:GOLD.5b7d7e2e70	fermented_meat_products
habitatmech:GOLD.5b8e5eddd2	algae__2f52ec23
habitatmech:GOLD.5b9148ecc0	circulatory_system__f5b69d9c
habitatmech:GOLD.5bbc13545b	lung__88ff1576
habitatmech:GOLD.5bca32db8b	myzozoa
habitatmech:GOLD.5bfe97c820	sludge__24a43e8a
habitatmech:GOLD.5c1b0d44e2	midgut__1325e65f
habitatmech:GOLD.5c3d861685	peritoneum__c87df505
habitatmech:GOLD.5c3db359b7	cave_stream_sediment
habitatmech:GOLD.5c80d6475a	diffuse_flow
habitatmech:GOLD.5c89d5e294	external_organs
habitatmech:GOLD.5c998a4ea9	room_surface
habitatmech:GOLD.5caa9dd47f	lesion
habitatmech:GOLD.5cc4f65599	floor__bcd0ae16
habitatmech:GOLD.5d13f15427	penis__6d907ec6
habitatmech:GOLD.5d1a568147	activated_sludge__e116af8f
habitatmech:GOLD.5d27b319ee	eye_vitreous_chamber
habitatmech:GOLD.5d36b86f15	cathode
habitatmech:GOLD.5d5cab5f31	mine_pit_lake
habitatmech:GOLD.5d6193a7b8	green_roof
habitatmech:GOLD.5d66d49938	ice
habitatmech:GOLD.5d6c618e63	esophagus__25614af3
habitatmech:GOLD.5d784b0218	abscess
habitatmech:GOLD.5d882de599	algae_cultivation_tank
habitatmech:GOLD.5dcec4380d	tissue__dfc30e30
habitatmech:GOLD.5dd1030108	adenoma
habitatmech:GOLD.5df162af13	modeled
habitatmech:GOLD.5dfcbe2942	sediment__5561a5d1
habitatmech:GOLD.5e086933bc	wastewater__c5873720
habitatmech:GOLD.5e0fdcfc35	periodontal_pockets
habitatmech:GOLD.5e356e8cab	floor_sediment
habitatmech:GOLD.5e6ef99fa6	sediment__e1e531ea
habitatmech:GOLD.5e70fd912b	muscular_system
habitatmech:GOLD.5ea906ceb2	ciliates__df51eda4
habitatmech:GOLD.5eaebd18a7	biofilm__3aa782aa
habitatmech:GOLD.5f05ab4527	benign_tumor_tissue
habitatmech:GOLD.5f0e9e816a	bioremediation__2261f921
habitatmech:GOLD.5f3cbd7563	partial_nitrification_anammox_pna
habitatmech:GOLD.5f9ddabb4f	filtered_water
habitatmech:GOLD.5fb1b5daae	synovial_fluid
habitatmech:GOLD.601cb8619f	sediment__5aa3b4f2
habitatmech:GOLD.602ee034f7	xylene
habitatmech:GOLD.603ed7e7eb	atoll_lagoon
habitatmech:GOLD.6097b79437	no_thorax
habitatmech:GOLD.60a115f141	visceral_fat__e885a78a
habitatmech:GOLD.60b0010c36	rumen_cranial_sac
