identifier	slug
ENVO:01001530	water_ice_core
ENVO:01001667	thalassic
ENVO:01001803	tropical_forest
ENVO:01001804	subtropical_forest
ENVO:01001805	temperate_forest
ENVO:01001893	salt_spring
ENVO:01001894	alkaline_spring
ENVO:01001898	acidic_spring
ENVO:01003000	spacecraft
ENVO:02000008	cell_culture
ENVO:02000049	coastal_water_body
ENVO:02000059	surface_soil
ENVO:02000091	coal
ENVO:02000136	research_nuclear_reactor
ENVO:02000138	mangrove_biome_soil
ENVO:03000033	marine_sediment
ENVO:03000039	cryoconite_hole
ENVO:03000040	melt_pond
ENVO:03000133	agricultural_potting_mixture
ENVO:03501120	dairy_farm
ENVO:03501152	intensive_care_unit_facility
ENVO:03501254	water_tank
ENVO:03501256	sheet_of_paper
ENVO:03501300	manure
ENVO:03501327	utensil
ENVO:03501347	hotel
ENVO:03600002	cooling_water
ENVO:03600003	drinking_water_pipeline_network
ENVO:03600004	drinking_water_treatment_plant
ENVO:03600006	food_waste
ENVO:03600007	formation_fluid
ENVO:03600009	interstitial_water
ENVO:03600010	membrane_bioreactor
ENVO:03600011	mineral_horizon
ENVO:03600013	bituminous_sand
ENVO:03600016	saprolite
ENVO:03600018	organic_horizon
ENVO:03600021	tailings_pond
ENVO:03600039	fermentation_pit
ENVO:03600040	fermentation_starter
ENVO:03600041	marine_lake
ENVO:03600050	space_station
ENVO:03600051	train_car
ENVO:03600061	shipwreck
ENVO:03600066	halite
ENVO:03600070	river_plume
ENVO:03600071	cyanobacterial_bloom
ENVO:03600074	aquaculture_farm
ENVO:03600077	photobioreactor
ENVO:03600078	oil_refinery
ENVO:03600082	crustal_fluid
ENVO:03600087	greenhouse
ENVO:03605000	periphytic_biofilm
ENVO:04000007	lake_water
ENVO:06105211	runoff
ENVO:08000002	mouth_environment
ENVO:2000000	chemical_product
ENVO:2000004	algal_bloom
ENVO:2000007	biochar
ENVO:2000008	lignite
ENVO:2100002	intestine_environment
ENVO:2100003	skin_environment
FOODON:00001006	mammalian_meat_food_product
FOODON:00001087	vegetable_oil_food_product
FOODON:00001183	bread_food_product
FOODON:00001256	dairy_food_product
FOODON:00001258	food_fermented
FOODON:00001274	egg_food_product
FOODON:00002158	food_preserved
FOODON:00002574	butchery_cut_of_beef
FOODON:00003202	beverage
FOODON:00003366	food_spoiled
FOODON:00003816	vegetable
FOODON:00004500	ice_cream
FOODON:02020979	beef_chop
FOODON:02022154	sea_cucumber
FOODON:03000287	cheese
FOODON:03000288	bread
FOODON:03301033	royal_jelly
FOODON:03301705	vinegar
FOODON:03302481	sourdough_bread
FOODON:03306632	nut_whole_or_pieces
FOODON:03309475	meat_trimming
FOODON:03310002	soybean_paste
FOODON:03315272	pastry
FOODON:03316428	sweets
FOODON:03400803	seafood_product_eurofir
FOODON:03411224	oyster
FOODON:03411301	algae
FOODON:03411743	red_algae
FOODON:03412107	sea_urchin
FOODON:03412266	seaweed
FOODON:03412345	lichen
FOODON:03412395	brown_algae
FOODON:03412502	green_algae
FOODON:03420295	fruit_seed_anatomical_part
FOODON:03500045	food_grade_textile_surface
FOODON:03530206	food_production
NCIT:C15189	biopsy
NCIT:C171504	tracheal_aspirate
NCIT:C26707	bladder_stone
NCIT:C50344	catheter
NCIT:C77916	protozoa
PO:0009005	root__722ce44f
PO:0009010	seed
PO:0025034	leaf__36ca5f79
PO:0025281	pollen__58a9f338
PO:0025603	plant_resin
PO:0030027	thallus
PO:0030078	rhizoid__d73561e8
UBERON:0000020	sense_organ
UBERON:0000029	lymph_node__7af26c8b
UBERON:0000033	head__4e9662ea
UBERON:0000045	ganglion
UBERON:0000056	ureter
UBERON:0000065	respiratory_tract
UBERON:0000167	oral_cavity
UBERON:0000170	pair_of_lungs
UBERON:0000178	blood__d6f5ae05
UBERON:0000341	throat__4f7984ed
UBERON:0000403	scalp__a1773389
UBERON:0000412	dermal_papilla
UBERON:0000464	anatomical_space
UBERON:0000473	testis
UBERON:0000916	abdomen__17b71cfa
UBERON:0000922	embryo__9a0301d2
UBERON:0000945	stomach__fc24e41c
UBERON:0000948	heart__6a45d7c5
UBERON:0000965	lens_of_camera_type_eye
UBERON:0000974	neck
UBERON:0000994	spermathecum
UBERON:0000996	vagina__96a5db8d
UBERON:0001000	vas_deferens
UBERON:0001003	skin_epidermis
UBERON:0001005	respiratory_airway
UBERON:0001093	vertebral_bone_2
UBERON:0001156	ascending_colon
UBERON:0001157	transverse_colon
UBERON:0001158	descending_colon
UBERON:0001159	sigmoid_colon
UBERON:0001295	endometrium
UBERON:0001351	lacrimal_sac
UBERON:0001359	cerebrospinal_fluid__b2fc1889
UBERON:0001474	bone_element
UBERON:0001555	digestive_tract
UBERON:0001690	ear
UBERON:0001750	lacrimal_apparatus
UBERON:0001766	anterior_chamber_of_eyeball
UBERON:0001770	lacrimal_canaliculus
UBERON:0001827	secretion_of_lacrimal_gland
UBERON:0001851	cortex
UBERON:0001913	milk
UBERON:0001914	colostrum
UBERON:0001968	semen__9e34d53a
UBERON:0001969	blood_plasma__00b70c6a
UBERON:0001970	bile__57dd7796
UBERON:0001977	blood_serum
UBERON:0001988	feces
UBERON:0002049	vasculature
UBERON:0002067	dermis
UBERON:0002074	hair_shaft
UBERON:0002075	viscus
UBERON:0002081	cardiac_atrium
UBERON:0002097	skin_of_body
UBERON:0002099	cardiac_septum
UBERON:0002100	trunk__eb9dd119
UBERON:0002113	kidney__a7396918
UBERON:0002134	tricuspid_valve
UBERON:0002185	bronchus
UBERON:0002224	thoracic_cavity
UBERON:0002356	perineum
UBERON:0002367	prostate_gland__c7644935
UBERON:0002385	muscle_tissue
UBERON:0002402	pleural_cavity
UBERON:0002416	integumental_system
UBERON:0002530	gland__456b9722
UBERON:0002535	gill__8d87864f
UBERON:0002542	scale__9e0da5ec
UBERON:0002960	central_oculomotor_nucleus
UBERON:0003142	prepupa
UBERON:0003143	pupa
UBERON:0003216	hard_palate
UBERON:0003672	dentition
UBERON:0003684	abdominal_cavity
UBERON:0003891	stroma
UBERON:0003903	bursa_of_fabricius
UBERON:0004176	external_genitalia
UBERON:0004292	cardiac_skeleton
UBERON:0004796	prostate_gland_secretion
UBERON:0004907	lower_digestive_tract
UBERON:0005052	gizzard
UBERON:0005384	nasal_cavity_epithelium
UBERON:0005386	olfactory_segment_of_nasal_mucosa
UBERON:0005725	olfactory_system
UBERON:0005870	olfactory_pit
UBERON:0006530	seminal_fluid
UBERON:0006562	pharynx__21d453ea
UBERON:0006575	mantle
UBERON:0006612	shell
UBERON:0006860	swim_bladder
UBERON:0006911	digestive_system_secreted_substance
UBERON:0006967	horn
UBERON:0006972	nephridium__bb187828
UBERON:0007118	umbilicus
UBERON:0007311	sputum__6045ff33
UBERON:0007330	rhamphotheca
UBERON:0007357	proventriculus
UBERON:0007358	abomasum
UBERON:0007362	omasum
UBERON:0007365	rumen__a47ac48b
UBERON:0008246	pyloric_stomach
UBERON:0008250	cardiac_stomach
UBERON:0008330	vestibule_of_vagina
UBERON:0008805	gingival_groove
UBERON:0008811	intromittent_organ
UBERON:0008897	fin
UBERON:0008955	middle_lobe_of_lung
UBERON:0008963	hoof
UBERON:0008972	right_colon__4772e94d
UBERON:0009074	syrinx_organ
UBERON:0010152	skin_mucus
UBERON:0010264	hepatopancreas__63c0469f
UBERON:0010409	ocular_surface_region
UBERON:0010516	clasper
UBERON:0011150	pharyngeal_arch_derived_gill
UBERON:0011256	rhinarium
UBERON:0011985	infraorbital_sinus
UBERON:0011997	coelom__d65ea80b
UBERON:0012114	cud
UBERON:0012348	autopod_pad
UBERON:0012422	secretion_of_crop
UBERON:0012447	podotheca
UBERON:0012474	hepatic_cecum
UBERON:0013119	haemal_node
UBERON:0013198	cocoon
UBERON:0013216	udder
UBERON:0014858	crustacean_post_larval_stage
UBERON:0016482	dental_plaque__df2cbc31
UBERON:0016484	subgingival_dental_plaque
UBERON:0016486	posterior_fornix_of_vagina
UBERON:0016487	anterior_fornix_of_vagina
UBERON:0019315	meibum
UBERON:0022276	splenic_flexure_of_colon
UBERON:0022277	hepatic_flexure_of_colon
UBERON:0034929	external_soft_tissue_zone
UBERON:0035963	epithelial_lining_fluid
UBERON:0036243	vaginal_fluid__f6bb5751
UBERON:2000165	inferior_lobe
UBERON:2000356	gill_raker
UBERON:3010636	egg_capsule
UBERON:6000017	insect_prothoracic_segment
UBERON:8480046	mucosa_of_rumen
habitatmech:BACDIVE.009b89b30a	cotton_other_fibres
habitatmech:BACDIVE.0180300130	anaerobic_digestor
habitatmech:BACDIVE.04ddbbeabe	rot_root_stem
habitatmech:BACDIVE.09c3544e85	equidae_horse
habitatmech:BACDIVE.09ded89de7	subarctic
habitatmech:BACDIVE.0b7fa25ca9	juice_natural
habitatmech:BACDIVE.0bfb662164	painting
habitatmech:BACDIVE.0d6b871731	immunocompromised
habitatmech:BACDIVE.0e92e77cd4	lab_synthesis
habitatmech:BACDIVE.0f078d72a7	canker
habitatmech:BACDIVE.0f1e92a02c	environmental
habitatmech:BACDIVE.0fa0234f43	humid
habitatmech:BACDIVE.13ab77c66c	water_treatment_plant
habitatmech:BACDIVE.15180e7ff9	aquatic_mammal
habitatmech:BACDIVE.1599585546	climate
habitatmech:BACDIVE.18f9382d8d	porifera_sponges
habitatmech:BACDIVE.1b4071cb1d	transportation_ways_roads
habitatmech:BACDIVE.1cc8e3791c	other
habitatmech:BACDIVE.1dbb2b0c6f	machines_and_devices
habitatmech:BACDIVE.25af5eede6	rumen_fluid
habitatmech:BACDIVE.27fe5ab8fb	sterilized_plant_part
habitatmech:BACDIVE.2acf2810c5	bottled_canned_packed_food
habitatmech:BACDIVE.2b1959f1f0	food_fermented__fb6aa2db
habitatmech:BACDIVE.2f22b1d05b	plant_infections
habitatmech:BACDIVE.31392c69b9	spot_leaf_stem
habitatmech:BACDIVE.3192a0f47e	tree
habitatmech:BACDIVE.319ac5f8f8	host_animal_endotherm_intratissue
habitatmech:BACDIVE.33fde10528	canidae_dog
habitatmech:BACDIVE.36df85e4a4	waste
habitatmech:BACDIVE.38260eea00	aquatic_plant
habitatmech:BACDIVE.3974b3f169	oral_cavity_and_airways
habitatmech:BACDIVE.3a13ee8a57	suidae_pig_swine
habitatmech:BACDIVE.3abed720b8	xerophytic
habitatmech:BACDIVE.3bf519722c	core_sample
habitatmech:BACDIVE.3d543e6b49	host_animal_endotherm
habitatmech:BACDIVE.3e4680f074	endosphere
habitatmech:BACDIVE.3edb563d49	in_situ
habitatmech:BACDIVE.3eec8fcfc4	waste_gas
habitatmech:BACDIVE.499e641dc2	coalbed_water
habitatmech:BACDIVE.4b8650dee7	dust_ash
habitatmech:BACDIVE.4c48b5114d	wilt
habitatmech:BACDIVE.4d06ff4bb5	contaminant
habitatmech:BACDIVE.4d3086a839	caprinae_sheep_goat
habitatmech:BACDIVE.4e5b25adcb	post_mortem
habitatmech:BACDIVE.5209e5b46e	medical_product
habitatmech:BACDIVE.57e74dd487	animal_produced_food_natural
habitatmech:BACDIVE.5bac6e6496	root_tooth
habitatmech:BACDIVE.5d6bbfabf0	decomposing_plant
habitatmech:BACDIVE.5fa4710934	simulated_communities
habitatmech:BACDIVE.66ce48b936	domestic_waste
habitatmech:BACDIVE.6911460a4a	surface_swab
habitatmech:BACDIVE.693692f9f6	meningitis
habitatmech:BACDIVE.6add57f329	fluids
habitatmech:BACDIVE.6d5784a4c5	mycosis
habitatmech:BACDIVE.6e0d8a73f2	lab_enrichment
habitatmech:BACDIVE.6e3154acd8	paddy_ricefield
habitatmech:BACDIVE.71d5f01e03	cooling_tower
habitatmech:BACDIVE.745e245512	rodentia_other
habitatmech:BACDIVE.766cd9f54f	semiarid
habitatmech:BACDIVE.7945156e00	root_rhizome
habitatmech:BACDIVE.7d4708950e	engineered
habitatmech:BACDIVE.7d840c7ddc	endosymbiont
habitatmech:BACDIVE.7ea89610a2	medical_device
habitatmech:BACDIVE.8086ba1250	solid_plant_waste
habitatmech:BACDIVE.82dc7d11b9	leporidae_rabbit_hare
habitatmech:BACDIVE.8bf2766463	heated_burned
habitatmech:BACDIVE.8f711387b2	heavy_metal
habitatmech:BACDIVE.995fbdda26	infection
habitatmech:BACDIVE.99663bb3ee	bioremediation
habitatmech:BACDIVE.9a0a53afc1	non_marine_saline_and_alkaline
habitatmech:BACDIVE.9ae6cfc178	cave_water
habitatmech:BACDIVE.9b21b7d13b	condition
habitatmech:BACDIVE.9c253e43c0	engineered_product
habitatmech:BACDIVE.9eabedc3a1	starter_culture
habitatmech:BACDIVE.9f31ab2d87	oil_fuel
habitatmech:BACDIVE.a0bdf011ac	cystic_fibrosis
habitatmech:BACDIVE.a2edc55556	defined_media
habitatmech:BACDIVE.a4a67c4a7f	bovinae_cow_cattle
habitatmech:BACDIVE.a60a058479	industrial
habitatmech:BACDIVE.a7f6b12719	protist
habitatmech:BACDIVE.aabf4aeae4	sterilized_desinfected
habitatmech:BACDIVE.ab17ecb10f	muridae_mouse_rat
habitatmech:BACDIVE.b3b3dfff91	sandy
habitatmech:BACDIVE.b415adf879	food_production__8d3fdbcc
habitatmech:BACDIVE.b61f30c070	abort
habitatmech:BACDIVE.b8fea19ee8	patient
habitatmech:BACDIVE.baf38460e6	host
habitatmech:BACDIVE.bb97519ae8	antibiotic_treatment
habitatmech:BACDIVE.bf10ea3ae4	geologic
habitatmech:BACDIVE.c659c7e939	disease
habitatmech:BACDIVE.c9b246fcbb	human
habitatmech:BACDIVE.cb34a860e6	industrial_production
habitatmech:BACDIVE.d843032e51	vegetable_incl_grains
habitatmech:BACDIVE.db240195f6	specimen
habitatmech:BACDIVE.dded810572	decomposing_algae
habitatmech:BACDIVE.ddf5f83abc	medical_practice
habitatmech:BACDIVE.df2f59b773	foam
habitatmech:BACDIVE.e01be4868f	microbial
habitatmech:BACDIVE.e3272331b8	treatment
habitatmech:BACDIVE.e5d21f85b7	tuberculosis
habitatmech:BACDIVE.e68bf42dcb	host_animal_ectotherm
habitatmech:BACDIVE.e6b73de092	felidae_cat
habitatmech:BACDIVE.e864a16f03	invertebrates_other
habitatmech:BACDIVE.ebdac6db98	swab
habitatmech:BACDIVE.ec17e237ad	livestock_husbandry
habitatmech:BACDIVE.ed51f3e74a	host_animal_endotherm_rumen
habitatmech:BACDIVE.ef2153283d	cnidaria_corals
habitatmech:BACDIVE.f4971616a5	gall
habitatmech:BACDIVE.f4eb470a03	epibiont
habitatmech:BACDIVE.f5201ef8d6	xerophilic
habitatmech:BACDIVE.f655f51b59	sulfuric
habitatmech:BACDIVE.fb79ffe39f	biodegradation
habitatmech:BACDIVE.ff945d8a69	co_culture
habitatmech:ENVIRONMENTS_TABLE.54b570032a	host__82745511
habitatmech:GOLD.00086e0958	cnidaria
habitatmech:GOLD.00152db20e	midpoint
habitatmech:GOLD.003cf7aab1	sea_ice_brine
habitatmech:GOLD.003eca7f24	c1_glandular_saccules
habitatmech:GOLD.004065681a	biliary_tract
habitatmech:GOLD.00a390bd33	chelicerates_nest
habitatmech:GOLD.00de24c347	littoral_zone
habitatmech:GOLD.00fe86978b	bioreactor__bd8d2afc
habitatmech:GOLD.013b99db03	spacecraft_assembly_cleanrooms
habitatmech:GOLD.016d1f9e29	endocrine_system
habitatmech:GOLD.0171231ef5	intestine__7f854f63
habitatmech:GOLD.0191e307b9	spinal_cord__94bcf122
habitatmech:GOLD.0193e22ae0	tumor
habitatmech:GOLD.019799304e	swine_confinement_building
habitatmech:GOLD.01c242b3b0	esophagus__e4629951
habitatmech:GOLD.01c8f74327	pyrite_containing
habitatmech:GOLD.020f82703b	visual_system
habitatmech:GOLD.022901d626	skeletal_muscle
habitatmech:GOLD.0264cdeb43	rectum__e62056ba
habitatmech:GOLD.0287e1b2a9	aquaculture
habitatmech:GOLD.029baaef9e	bacteria
habitatmech:GOLD.02bb8b9d08	rock_dwelling_subaerial_biofilms
habitatmech:GOLD.02cd19a432	paranasal_sinuses_sphenoidal
habitatmech:GOLD.0307474089	midgut__b3029152
habitatmech:GOLD.032b7dd40b	activated_sludge__cd285164
habitatmech:GOLD.03345a3f86	biological_phosphorus_removal
habitatmech:GOLD.0337661ee0	respiratory_system__b5f90cd7
habitatmech:GOLD.03424a981f	soil__f9434ce0
habitatmech:GOLD.034f972dba	surface
habitatmech:GOLD.0353227a54	inner_tissue
habitatmech:GOLD.036ffbf88b	wastewater
habitatmech:GOLD.037d4112ea	cloaca
habitatmech:GOLD.037e9fd186	forest_soil__58a3c03e
habitatmech:GOLD.03b138e563	arterial_ulcer
habitatmech:GOLD.03fc563fae	aerobic_digester
habitatmech:GOLD.0415cd7ce3	contaminated
habitatmech:GOLD.041f853bab	bulk_soil__e5568696
habitatmech:GOLD.0433dc9a8f	dentin
habitatmech:GOLD.046cccd783	city_park
habitatmech:GOLD.04784607ad	urothelial_carcinoma_transitional_cell_carcinoma_tcc
habitatmech:GOLD.04bff31353	sediment_core
habitatmech:GOLD.04db66025b	parotid_abscess
habitatmech:GOLD.0512cf397f	appendix_abscess
habitatmech:GOLD.052d6c8006	autotrophic_anf
habitatmech:GOLD.0533686915	water
habitatmech:GOLD.05440dad0f	zoo_waste
habitatmech:GOLD.0552e4fd8a	circulatory_system
habitatmech:GOLD.056292f510	microbial_mats
habitatmech:GOLD.0584d2f783	spring__76db5e69
habitatmech:GOLD.05855906cb	pbmc
habitatmech:GOLD.059724892c	subtidal_zone
habitatmech:GOLD.05cdfd61b8	tertiary_lymphoid_organ
habitatmech:GOLD.0632072d58	thorax__d792f08b
habitatmech:GOLD.0635cc88f0	circulatory_system__5b3debaf
habitatmech:GOLD.063960efcc	tetrachloroethylene_and_derivatives
habitatmech:GOLD.066547cb98	subarachnoid_space
habitatmech:GOLD.06797221f4	testicle_testes_sperm
habitatmech:GOLD.067f7f5e2a	soil__1a78b418
habitatmech:GOLD.06a3636aa2	connective_tissue__b37fb9b6
habitatmech:GOLD.06c04be03f	filiform_warts
habitatmech:GOLD.06e9da107b	athalassic
habitatmech:GOLD.06fb1f0fdd	nutrient_poor
habitatmech:GOLD.0759307c55	biofilm__59810f2b
habitatmech:GOLD.076eb28273	insects_nest
habitatmech:GOLD.0770f3f3ed	spleen__8be5e82a
habitatmech:GOLD.07c6babcdb	remains
habitatmech:GOLD.07fe1c5b62	floodplain
habitatmech:GOLD.080ba885f8	biofilm__70ae855c
habitatmech:GOLD.083ab65161	cultivation_substrate
habitatmech:GOLD.0847225245	gastric_mucosa__22720499
habitatmech:GOLD.085f791375	sediment__bcc5249a
habitatmech:GOLD.086ba0a00d	microbial_mats__8cd68d16
habitatmech:GOLD.088ff19037	sediment__736dcca3
habitatmech:GOLD.08b797ed27	nest_dump
habitatmech:GOLD.090dc47d34	activated_sludge__ebcebab5
habitatmech:GOLD.091387f8a8	mucus
habitatmech:GOLD.092534ed0f	squamous_cell_carcinoma
habitatmech:GOLD.092eae5cd7	skeletal_system__e5059bff
habitatmech:GOLD.09350714a0	runoff_channel
habitatmech:GOLD.0946b92f8f	mine_pit_pond
habitatmech:GOLD.0989ccfb99	chyme
habitatmech:GOLD.098a328598	decomposed_body
habitatmech:GOLD.099b899fb9	ags_aerobic_granular_sludge
habitatmech:GOLD.09b8e6304f	athlete_s_foot
habitatmech:GOLD.09d3541be1	cooked_meat
habitatmech:GOLD.0a25c948fa	riparian_soil
habitatmech:GOLD.0a267d2617	tubiform
habitatmech:GOLD.0a2f12b809	sediment__8cbae4cd
habitatmech:GOLD.0a32ac387b	sap
habitatmech:GOLD.0a5d06fb87	chorionic_villi
habitatmech:GOLD.0a69448795	ovaries
habitatmech:GOLD.0a69f87c03	extracellular
habitatmech:GOLD.0a8125a01d	gravesite
habitatmech:GOLD.0a9f2ca319	foraminifera
habitatmech:GOLD.0aa4d00c98	gonopodium
habitatmech:GOLD.0ac09185d9	intracellular
habitatmech:GOLD.0acae9a1a4	artificial_ecosystem
habitatmech:GOLD.0b109e3013	intestine_digesta
habitatmech:GOLD.0bab26d396	sieved
habitatmech:GOLD.0bb82ca5d9	colon_mucosa
habitatmech:GOLD.0bec5663f6	pancreatic_duct
habitatmech:GOLD.0bf8cdd127	salt_marsh
habitatmech:GOLD.0c010c9a29	surface__cd661c34
habitatmech:GOLD.0c0e79d630	whole_body
habitatmech:GOLD.0c54014f15	wood_chips
habitatmech:GOLD.0c74807e42	respiratory_system__431eac8d
habitatmech:GOLD.0c74c0f158	herpes_zoster_shingles
habitatmech:GOLD.0c89489e1b	glacier__efa45690
habitatmech:GOLD.0ca0df8cfb	asbestos
habitatmech:GOLD.0cadaca0bf	seawater
habitatmech:GOLD.0cd2784356	alligator_nest
habitatmech:GOLD.0cd585a031	amphibia
habitatmech:GOLD.0cde2b2e9e	tissue
habitatmech:GOLD.0d343fdd03	lung__f6952b0b
habitatmech:GOLD.0d353772af	activated_sludge__f91e662c
habitatmech:GOLD.0d60ee305c	fermentation_cellar
habitatmech:GOLD.0d77d00b06	uasb_upflow_anaerobic_sludge_blanket
habitatmech:GOLD.0d8c6b3ef1	chaparral
habitatmech:GOLD.0dc3100114	whole_body__bd42e413
habitatmech:GOLD.0df80d2d2b	fermentation
habitatmech:GOLD.0e0ecbff15	head_nodes
habitatmech:GOLD.0e6d2e67ff	epiphytes
habitatmech:GOLD.0e6db1ec76	pancreas__cfd1d203
habitatmech:GOLD.0e7950bba4	breast_abscess
habitatmech:GOLD.0e7aeb7635	simulated_communities_microbial_mixture
habitatmech:GOLD.0e98bf2597	trophosome
habitatmech:GOLD.0ec3770763	gallbladder
habitatmech:GOLD.0ecf3c076e	bulk_soil__ab3524d2
habitatmech:GOLD.0ed42fc018	intrathoracic_space
habitatmech:GOLD.0ef022fc47	pulp_and_paper_wastewater
habitatmech:GOLD.0f1636fe06	outer
habitatmech:GOLD.0f40aa60ce	municipal_landfill
habitatmech:GOLD.0f64d697b2	nervous_system
habitatmech:GOLD.0f6b0e6bf3	bark__5b1d3b9d
habitatmech:GOLD.0fd615b360	human_waste
habitatmech:GOLD.0fe2a08dac	oropharynx__a35a5060
habitatmech:GOLD.1029237e41	sludge__133813c4
habitatmech:GOLD.1032e10222	sludge__579ac3b2
habitatmech:GOLD.1064d1667e	breast_cancer_ductal
habitatmech:GOLD.10c00dc3a7	harbor
habitatmech:GOLD.10fdf7ff5a	sub_biocrust
habitatmech:GOLD.11240edc4a	stomach__915214d3
habitatmech:GOLD.112979e260	frozen_remains
habitatmech:GOLD.115edc36f8	intertidal_zone__2f295854
habitatmech:GOLD.116fcefc51	spent_mushroom_substrate
habitatmech:GOLD.11bece2c6f	nervous_system__b6871e1f
habitatmech:GOLD.11e35ad959	hepatopancreas__9860cdca
habitatmech:GOLD.11ea780433	multiple_organs
habitatmech:GOLD.11fb82205a	tooth_cementum
habitatmech:GOLD.1208484062	carbonate
habitatmech:GOLD.1218ad430c	sediment_water_interface
habitatmech:GOLD.1219b1a720	diabetic_foot_ulcer_dfu
habitatmech:GOLD.1225aa9f65	laryngopharyngeal
habitatmech:GOLD.123d347b7f	optical_instruments
habitatmech:GOLD.12648498b0	coprolite
habitatmech:GOLD.1276bea544	diatoms
habitatmech:GOLD.12aa763db5	tepid_25_34c
habitatmech:GOLD.12b8a9a4c4	near_boiling_90c
habitatmech:GOLD.12da3e7025	venous
habitatmech:GOLD.131edc03af	integumentary_system
habitatmech:GOLD.133311ddf9	biliary_tract__076692f7
habitatmech:GOLD.1341e74d35	amoebozoa
habitatmech:GOLD.134eb9e767	biliary_tract__d5e0bd1d
habitatmech:GOLD.135b9b67f7	floodplain__98d09203
habitatmech:GOLD.1362bf05c2	meadow
habitatmech:GOLD.136eacaeab	fracking_water
habitatmech:GOLD.13c60b19ab	pleural_effusion
habitatmech:GOLD.143583cb61	terephthalate
habitatmech:GOLD.143ceb8669	composting
habitatmech:GOLD.14484ed1ed	inner
habitatmech:GOLD.14789d9032	sand_microcosm
habitatmech:GOLD.1488865daa	endometrial_uterine
habitatmech:GOLD.14987e1627	sediment__e8fdcd7d
habitatmech:GOLD.14e18e7034	sarcoma
habitatmech:GOLD.151ba43519	deep_subsurface
habitatmech:GOLD.15506702ab	stomach_pyloric
habitatmech:GOLD.15771ec9ef	oceanarium
habitatmech:GOLD.157d3ec756	subcuticular_space
habitatmech:GOLD.15af5884e8	caeca
habitatmech:GOLD.15bcd61a84	biofouling
habitatmech:GOLD.15c94449af	bioreactor__1ac05569
habitatmech:GOLD.15eca49e6f	vitreous_humor
habitatmech:GOLD.16370f2eb5	mud__41155c65
habitatmech:GOLD.164a527d31	ise6
habitatmech:GOLD.1683146938	o_horizon_organic_layer
habitatmech:GOLD.168f298608	mesopelagic_twilight_zone
habitatmech:GOLD.16ef0500e1	upland_zone
habitatmech:GOLD.171890b5d6	sediment__8e884524
habitatmech:GOLD.1743ebf24f	abdomen__0eb11b74
habitatmech:GOLD.17461837d0	dissolved_organics_aerobic
habitatmech:GOLD.176620985a	spinal_cord__8cf430b9
habitatmech:GOLD.17a7055549	mine__d26624ca
habitatmech:GOLD.17b7f17bc1	basal_cell_carcinoma
habitatmech:GOLD.17c67a52e1	microbial_mats__aba42aab
habitatmech:GOLD.17cac82e1c	sludge__47f7c56a
habitatmech:GOLD.17eb7fbe67	surface__1a02ce44
habitatmech:GOLD.1821934761	outer_ear__1cde1a0e
habitatmech:GOLD.184623c963	microbial__50f690f2
habitatmech:GOLD.18aee7206f	thyroid
habitatmech:GOLD.18caa9152c	reclaimed
habitatmech:GOLD.18ee4196a9	manure_slurry
habitatmech:GOLD.18f4c772f7	subcutaneous_fat
habitatmech:GOLD.1930d3bfbc	outer_ear__51c29e92
habitatmech:GOLD.19327d6bac	sinus_cyst
habitatmech:GOLD.193fc3b328	aquifer__394e2237
habitatmech:GOLD.195d07bc47	colon__ff534087
habitatmech:GOLD.19733b3f98	thermokarst_pond
habitatmech:GOLD.197861c6ca	ascites__06c98a68
habitatmech:GOLD.19840c718e	hindgut__afd87e04
habitatmech:GOLD.19b3c0e4ec	rumen_ventral_sac
habitatmech:GOLD.19b5876c23	artesian_spring
habitatmech:GOLD.19b8af8da8	ovarian
habitatmech:GOLD.19be137a86	intestine_mid
habitatmech:GOLD.1a25051293	sediment__4985d562
habitatmech:GOLD.1a33387187	fish_tank
habitatmech:GOLD.1a6a558ccf	mammary_gland__bf023eab
habitatmech:GOLD.1a78606807	persistent_organic_pollutants_pop
habitatmech:GOLD.1a8c452712	beaker_s_popliteal_cyst
habitatmech:GOLD.1a8cb8aae6	frozen_shrimp
habitatmech:GOLD.1a8d5400cc	buccal_mucosa__a90386db
habitatmech:GOLD.1ab59245f7	fungi
habitatmech:GOLD.1aca20ff55	chloraminated
habitatmech:GOLD.1ad500c492	fetal_tissue
habitatmech:GOLD.1ae8ae7f23	gibber_plain
habitatmech:GOLD.1b11698aaa	reptilia
habitatmech:GOLD.1b19e33e8c	coalbed_methane_well_water
habitatmech:GOLD.1b1ec698e7	lab_grade_water
habitatmech:GOLD.1b5fdf386c	posterior_nares
habitatmech:GOLD.1b82504233	attached_keratinized_gingiva
habitatmech:GOLD.1b9242774a	sediment__64de18a4
habitatmech:GOLD.1bb701a40c	salt_flat_salt_pan_sediment
habitatmech:GOLD.1c0744c357	porewater
habitatmech:GOLD.1c08fd2ae6	rectal_mucosa
habitatmech:GOLD.1c429bbeae	cholesteatoma
habitatmech:GOLD.1c8b5d3fe5	limnetic_zone
habitatmech:GOLD.1cb5947f90	skin_tissue
habitatmech:GOLD.1cbfc76870	larva__aa08751d
habitatmech:GOLD.1ce5b3ff1a	empyema_drain
habitatmech:GOLD.1d0c72d58b	river__d478a13c
habitatmech:GOLD.1d1529ead1	nails
habitatmech:GOLD.1d3e238d30	anal_canal_mucosa
habitatmech:GOLD.1d60d1c6b9	penis
habitatmech:GOLD.1d6e2dd200	pine_litter_on_sand
